Institution_guid,Progam_guid,Program_Name,CIP_Code,Program_Type,Credential
9b3a056219f744d59d6d5831c6fd7294,2c2fdfa9-834d-43cb-8353-ac095d24e0d8,Social Dimensions of Health (MSc),51,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,8f8c2740-30d6-4afa-b5e8-2694182f5070,Social Dimensions of Health (PhD),51,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,916d0a5a-22ce-46df-a820-f99df25cf7b5,Social Work (MSW),44.0701,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,404c8e21-ec39-4fc9-bb35-2c2e098e9427,"Social, Cultural and Foundational Studies (MEd)",13.0202,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,fed0e01b-55eb-4ede-a5af-a6c9fdd49f8d,Sociology (PhD),45.1101,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,c7dbe622-a6e9-4c22-96c5-4526715e034d,Sociology (MA),45.1101,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,460c8c26-4b0f-4d06-bd2c-43be4ea32377,Statistics (MA),27.0501,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,12b0d39b-23c6-4d04-ab26-bd6d93a72678,Statistics (MSc),27.0501,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,8215cc9e-d2b4-43ec-becd-6a1b1d6d5689,Statistics (PhD),27.0501,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,d1e52c34-877a-4479-ba04-b469da1ff2e9,Telecommunications and Information Security (MEng),14.1004,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,138b4625-e9fd-4803-9056-be2fd4ffce56,Theatre (MA),50.0501,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,9d7f560c-1001-4e32-aacf-77d51cf41345,Theatre (PhD),50.0501,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,63766efb-e1c0-489d-a5ea-60c53973494d,Visual Arts (MFA),50.0101,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,581b145d-784f-4a35-8f7e-a836eb5b2450,Writing (MFA),23.1302,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,ba490546-68cb-4e1f-91f6-3e87542d871b,Engineering and Computer Science: Non-Degree,14.0101,Graduate Programs,Other
9b3a056219f744d59d6d5831c6fd7294,5bdad9c3-0687-46f5-b800-da51d326e49d,Fine Arts: Non-Degree,50.0702,Graduate Programs,Other
9b3a056219f744d59d6d5831c6fd7294,ce40d962-0916-4e0c-bff0-755cb688003b,Humanities: Non-Degree,24.0103,Graduate Programs,Other
9b3a056219f744d59d6d5831c6fd7294,60790a15-0188-4f5f-917a-a4ace1bbf4d4,Social Sciences: Non-Degree,45.0101,Graduate Programs,Other
9b3a056219f744d59d6d5831c6fd7294,c418b209-7f90-42d3-9e58-c6440d26b0ac,Science: Non-Degree,40.0101,Graduate Programs,Other
9b3a056219f744d59d6d5831c6fd7294,f6f9a4f4-ee74-4dd5-a27c-69c471f5548b,Business: Non-Degree,52.0101,Graduate Programs,Other
9b3a056219f744d59d6d5831c6fd7294,2498b1ed-365b-40f5-8b6b-2d93502e759b,Law: Non-Degree,22.0101,Graduate Programs,Other
9b3a056219f744d59d6d5831c6fd7294,a6f93a73-85c0-4fe3-ab2e-4c75d07dd031,Health: Non-Degree,51,Graduate Programs,Other
9b3a056219f744d59d6d5831c6fd7294,1d4b706e-e689-44b2-9f28-a69a004143be,Education: Non-Degree,13.0101,Graduate Programs,Other
9b3a056219f744d59d6d5831c6fd7294,04e11b31-c39c-447c-815a-745b19cf0221,Education: Child & Youth Care (BCYC),19.0706,Undergraduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,f06ef933-59c4-4a3a-ae0e-8a6e1be55199,"Health.: Computer Science & Health Information Science, Combined BSc)",51.2706,Graduate Programs,Other
9b3a056219f744d59d6d5831c6fd7294,3f575136-51a7-45f6-9a6d-ba762f19ebf1,Health: Health Information Science (BSc),51.0706,Graduate Programs,Other
9b3a056219f744d59d6d5831c6fd7294,87fdc211-423f-44d3-8ced-dda16d649e87,Health: Kinesiology (BSc),31.0505,Undergraduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,e108fc90-f530-43be-bcb3-5d901799e079,Health: Kinesiology Coop (BSc),31.0505,Undergraduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,981f61af-be09-46f8-833b-62226c41e12e,Health.: Non-Degree,19.0707,Undergraduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,070dbef7-3a95-4920-bedc-7fa215c420a0,Health: Public Health (BA),51.2201,Undergraduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,3f920d70-bc64-45c3-b496-faba589cae0e,Health: Recreational & Health Education (BA),31.0501,Undergraduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,bfebfa8d-d06f-412a-97ec-54dbab80adba,Social Sciences.: Indigenous Community Development and Governance (Diploma),5.0109,Undergraduate Programs,None
9b3a056219f744d59d6d5831c6fd7294,0a68857b-64c0-4851-9b00-065b383804ab,Social Sciences: Local Government Management (Diploma),44.0401,Undergraduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,689830d1-8f00-4781-8651-e8b7bca08700,Social Sciences: Prof Spec Cert Performance Management,44.0401,Undergraduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,5e895033-8224-4af8-a9cf-0e8477fe8861,Social Sciences: Prof Spec Cert Indigenous Community Development and Governance,5.0202,Undergraduate Programs,Diploma
9b3a056219f744d59d6d5831c6fd7294,28c0986f-64f8-4189-8d84-dfaaedd1e913,Social Sciences: Prof Spec Cert Local Gov't Management,44.0401,Undergraduate Programs,Diploma
9b3a056219f744d59d6d5831c6fd7294,dfe98ebd-1fa7-4272-9c19-0807e40dc4ab,Social Sciences: Prof Spec Cert Public Policy,44.0501,Undergraduate Programs,Certificate
9b3a056219f744d59d6d5831c6fd7294,d7713bb7-c06a-48db-9e0a-eaa9d2f66867,Social Sciences: Prof Spec Cert Public Sector Management,44.0401,Undergraduate Programs,Certificate
9b3a056219f744d59d6d5831c6fd7294,eae9c00f-ef7a-4999-816a-bbd7b9512bb0,Social Sciences: Prof Spec Cert Voluntary & Non-Profit Sector,44.0401,Undergraduate Programs,Certificate
9b3a056219f744d59d6d5831c6fd7294,8cec527a-ccb0-4471-907a-8055d7dc0da7,Social Sciences: Public Sector Management (Diploma),44.0401,Undergraduate Programs,Certificate
9b3a056219f744d59d6d5831c6fd7294,194d70f3-8b4d-4fb1-a112-225d9fed627f,Health: Social Work (BSW),44.0701,Undergraduate Programs,Certificate
9b3a056219f744d59d6d5831c6fd7294,1c239aec-be16-4dec-902d-7af3766dbb09,Engineering and Computer Science: West Shore Computing Gateway,11.0701,Undergraduate Programs,Certificate
9b3a056219f744d59d6d5831c6fd7294,52d6172a-00bd-4409-8b4c-4ea074d0cc11,Diploma in Public Relations,9.09,Career Related Training,Diploma
9b3a056219f744d59d6d5831c6fd7294,72049c44-6942-4a51-afe6-56774fea54d6,Certificate in Adult and Continuing Education,13.1201,Career Related Training,Certificate
9b3a056219f744d59d6d5831c6fd7294,d13e6b52-2d5a-402f-a6e8-a7a3b2cc4643,Certificate in Environmental and Occupational Health,5.0701,Career Related Training,Certificate
9b3a056219f744d59d6d5831c6fd7294,d53de8fa-ba7a-4cc5-8651-f5b9958eddcb, Prof Spec Certificate Ecological Restoration,26.1305,Career Related Training,Certificate
9b3a056219f744d59d6d5831c6fd7294,7acf3ea6-8936-4143-a0d1-a9c79a776088, Prof Spec Certificate Intellectual and Cultural Property Law,22.0099,Career Related Training,Certificate
9b3a056219f744d59d6d5831c6fd7294,b00200ac-c3a7-4c37-953d-e6a99b0bc40a, Prof Spec Certificate Population Health Data Analysis,26.1102,Career Related Training,Certificate
9b3a056219f744d59d6d5831c6fd7294,8fc13300-e0c6-4273-a777-0ec5d829576b,Data Analytics for Management Science,30.7101,Career Related Training,Diploma
9b3a056219f744d59d6d5831c6fd7294,ee711f34-d8a4-4020-a539-502081ae3320,Digital Marketing,52.1404,Career Related Training,Diploma
9b3a056219f744d59d6d5831c6fd7294,05ff20f1-3ec2-479e-b9d5-dca2bca2cb37,Aviation Management and Operations,49.0104,Career Related Training,Diploma
9b3a056219f744d59d6d5831c6fd7294,1ffc92c4-3c21-4008-b215-c4c3c8452e7b,Trade and Construction Management,46.0412,Career Related Training,Diploma
9b3a0561dc5e4340b3786344d1bb806f,b73074e2-47b2-421a-bd1a-775c812d5002,Accounting/Bookkeeping Certificate,52.0302,Undergraduate Programs,Certificate
9b3a0561dc5e4340b3786344d1bb806f,bed4e1c1-fe09-42a9-9f37-e2c570e550bf,Administrative Assistant Certificate,52.0401,Undergraduate Programs,Certificate
9b3a0561dc5e4340b3786344d1bb806f,b88f9846-bc9b-45fb-9ac9-22f63f71a710,Adult Basic Education - Advanced,53.0102,Undergraduate Programs,Certificate
9b3a0561dc5e4340b3786344d1bb806f,77d7b400-8e58-44de-970d-ceb5799c8762,Adult Basic Education - Fundamental,53.0102,Undergraduate Programs,Certificate
9b3a0561dc5e4340b3786344d1bb806f,9fa59370-e5c4-4731-aa45-8fe78f17576d,Adult Basic Education - Intermediate,53.0102,Undergraduate Programs,Certificate
9b3a0561dc5e4340b3786344d1bb806f,0a8640b9-e689-450f-9e2d-116f6892428b,Adult Basic Education - Provincial,53.0201,Undergraduate Programs,Certificate
9b3a0561dc5e4340b3786344d1bb806f,08950057-ee9f-4680-9da0-cb6abdccd409,"Aircraft Maintenance Engineer Category ""M"" Mechanical",47.0608,Trades,Diploma
9b3a0561dc5e4340b3786344d1bb806f,b15ddf27-33e0-4ede-9a6e-77c28bddb05e,Bookkeeping/Accounting Technician Certificate,52.0302,Undergraduate Programs,Certificate
9b3a0561dc5e4340b3786344d1bb806f,3b2524cb-fb63-4665-ba8d-6541428af4e3,Business Administration Post-Diploma Certificate,52.0101,Undergraduate Programs,Certificate
9b3a0561dc5e4340b3786344d1bb806f,ca3fe0e4-bd01-460d-8dab-2f0931ef4355,Business Studies Certificate,52.0101,Undergraduate Programs,Certificate
9b3a0561dc5e4340b3786344d1bb806f,8458cdf1-1ff9-4bf1-ba27-22ebbd48ad19,Carpenter and Joiner Foundation,46.0201,Trades,Certificate
9b3a0561dc5e4340b3786344d1bb806f,a484af66-3d28-420f-bca2-f45786f60754,Carpenter Foundation,46.0201,Trades,Certificate
9b3a0561dc5e4340b3786344d1bb806f,57832ed0-7a2b-45db-a3e3-38b114d4c7f4,Common First Year Engineering Certificate,14.0101,Undergraduate Programs,Certificate
9b3a0561dc5e4340b3786344d1bb806f,93ed103e-7478-4b25-b5e4-75ed55aa6b9c,Electrician Pre-Apprenticeship Certificate,46.0302,Trades,Certificate
9b3a0561dc5e4340b3786344d1bb806f,fa3c320e-0086-434d-aefd-1cdd953199d1,General Studies Diploma,24.0102,Undergraduate Programs,Diploma
9b3a0561dc5e4340b3786344d1bb806f,85e9c05e-02d7-446f-989b-b9ad69683350,Health Care Assistant Certificate,51.3902,Undergraduate Programs,Certificate
9b3a0561dc5e4340b3786344d1bb806f,bf60cb73-859a-476f-b76e-6798d93b05f9,Heavy Mechanical Foundation,47.0613,Trades,Certificate
9b3a0561dc5e4340b3786344d1bb806f,8efbc88c-d1bd-4539-bce5-f1d88438157b,Legal Administrative Assistant - Corporate/Conveyancing Certificate,22.0301,Undergraduate Programs,Certificate
9b3a0561dc5e4340b3786344d1bb806f,9ec0d7eb-10d5-427d-9b68-99a1c3ae30a4,Legal Administrative Assistant - Litigation Certificate,22.0301,Undergraduate Programs,Certificate
9b3a0561dc5e4340b3786344d1bb806f,1e9a4836-53ea-4413-906c-4595f38c0c8c,Medical Administrative Assistant Certificate,51.0716,Undergraduate Programs,Certificate
9b3a0561dc5e4340b3786344d1bb806f,8424f247-9cf4-45ab-82f7-45381e1ad3bf,Metal Fabricator (Fitter) Certificate,48.0511,Trades,Certificate
9b3a0561dc5e4340b3786344d1bb806f,8c1f2451-5110-41f8-95aa-8a074c138ebe,Office Assistant Certificate,52.0408,Undergraduate Programs,Certificate
9b3a0561dc5e4340b3786344d1bb806f,63352421-757b-47ef-9512-fa246d140f45,Pharmacy Technician Certificate,51.0805,Undergraduate Programs,Certificate
9b3a0561dc5e4340b3786344d1bb806f,117305d1-1f8a-4d1f-8ff2-3f6acd4577c4,Plumber Pre-Apprenticeship Certificate,46.0503,Trades,Certificate
9b3a0561dc5e4340b3786344d1bb806f,f5f8a520-595e-46a1-8948-3980620574f7,Plumbing and Piping Trades Certificate,46.0502,Trades,Certificate
9b3a0561dc5e4340b3786344d1bb806f,952464b8-1103-4105-914a-c2072e9aefef,Recreation Therapist Assistant Certificate,51.2309,Undergraduate Programs,Certificate
9b3a0561dc5e4340b3786344d1bb806f,c4abcff9-e112-4abb-800b-ff59527d4388,Recreation Vehicle Service Technician Certificate,47.0618,Trades,Certificate
9b3a0561dc5e4340b3786344d1bb806f,856bfefd-590c-48b2-beec-31cc936926d2,Refrigeration and Air Conditioning Mechanic,47.0201,Trades,Certificate
9b3a0561dc5e4340b3786344d1bb806f,14f335b4-f577-435e-b2fa-8a6904399a85,Unclassified Academic,24.0102,Undergraduate Programs,Other
9b3a0561dc5e4340b3786344d1bb806f,d16e49df-8fbc-4026-807c-fe64381f9503,Virtual Assistant Certificate,52.0401,Undergraduate Programs,Certificate
9b3a0561dc5e4340b3786344d1bb806f,1c8872e9-4c0b-40b6-8fd4-9df1cc35ea81,Visiting,24.0102,Undergraduate Programs,Other
9b3a0561dc5e4340b3786344d1bb806f,e552b5cc-6845-4e6b-982c-c15bfd41d59f,Welder Foundation Certificate,48.0508,Trades,Certificate
9b3a0561fe894a78a936926ec773b61e,7ac293e2-4cdd-4316-be74-3fa6ef19406b,Actuarial Science: Master of Science Degree,52.1304,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,8c48edcc-f6ef-4a82-87e0-6271cfdde1c0,Anthropology: Master of Arts Degree,45.02,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,cda62066-c654-416a-91d4-a715f4a38d2a,Anthropology: Doctor of Philosophy Degree,45.0201,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,d7351b41-18b0-433a-a5ff-7f8df655d7c5,Archaeology: Master of Arts Degree,45.0301,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,5370dda6-8d02-495a-98f0-4183c1dbeb78,Archaeology: Doctor of Philosophy Degree,45.0301,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,8ab4f10f-f791-4c27-90c9-059caaef9ec5,Biological Sciences: Master of Environmental Toxicology Degree,26.1006,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,0da331b9-0d9d-4a5d-8973-f7b9ec351b2f,Biological Sciences: Master of Science Degree,26.0101,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,fefc8422-0b92-40bd-a430-5785853b4b71,Biological Sciences: Doctor of Philosophy Degree,26.0101,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,61bf8825-ab9e-4850-a972-e573d8f4f290,Biological Sciences: Master of Pest Management Degree,1.1105,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,990bc8a6-cf5e-4afc-9c3e-7a32ceb67045,Biomedical Physiology and Kinesiology: Master of Science Degree,26.0901,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,59ef75b5-af52-42d7-90a5-c54cb926f56f,Biomedical Physiology and Kinesiology: Doctor of Philosophy Degree,26.0901,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,6b01cfb0-ae31-4fd8-9706-95f9d5f89f3d,Business Administration: Master of Business Administration Executive MBA Degree,52.0101,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,35a07f3a-d438-4ad9-b5de-a713b9c10d6c,Business Administration: Master of Business Administration Executive MBA in Indigenous Business Leadership Degree,52.02,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,b34e88ca-fdaa-4454-911d-a5b090141d33,Business Administration: Master of Business Administration Degree,52.0101,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,ab3b1e5a-cc4a-4c79-a1c9-2741a51fe2e6,Business Administration: Master of Business Administration Management of Technology MBA Degree,52.0101,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,75571832-3687-4106-bf08-5b3b2bcf4ebb,Business Administration: Master of Science in Finance Degree,52.08,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,93422d23-e062-482b-9ce1-c3dde1ea3f66,Business Administration: Doctor of Philosophy Degree,52.0101,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,98fbf5e0-2c29-446b-a1d4-d82406e7a7fe,Contemporary Arts: Master of Arts Degree,50.01,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,9e1e9e0c-5d9b-4540-b162-343fd3b3d480,Contemporary Arts: Master of Fine Arts Degree,50.0101,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,ca60614c-62d8-4fde-a0a3-41d95e74c3e7,Contemporary Arts: Doctor of Philosophy,50.0101,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,50ed6d82-464d-42cc-9a86-6eee216add87,Chemistry: Master of Science Degree,40.0501,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,5451d4b0-9c96-4aaa-b879-918efb81da7d,Chemistry: Doctor of Philosophy Degree,40.0501,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,4fc13681-e4b5-4757-b7cd-88c80c299e13,Communication: Master of Arts Degree,9.0199,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,64babb88-57be-45ef-93f1-7efd271462ac,Communication: Doctor of Philosophy Degree,9.0199,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,98f7b201-27c7-4839-9f91-7caf5b3df9e3,Computing Science: Master of Science in Big Data Degree,11.07,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,11e6ddc0-bed7-469b-aed0-bbc6f692f1a6,Computing Science: Master of Cybersecurity Degree,11.1003,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,1e6bf69a-05a9-48f6-9fa9-aab30aabe349,Computing Science: Master of Science Degree,11.0701,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,bef3a179-38f2-4401-8b8c-903d47cad488,Computing Science: Master of Visual Computing Degree,11.0701,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,b402ccf1-3da7-4681-ae91-fa16a6c0e174,Computing Science: Master of Science Dual Degree with Zhejiang University,11.01,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,f12228f5-8c28-47cd-ae4f-3323f996e729,Computing Science: Doctor of Philosophy Degree,11.0701,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,96c44278-d226-4aa3-8f81-daf4071b1be5,Computing Science: Doctor of Philosophy Dual Degree with Zhejiang University,11.07,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,edbaaf17-afaa-4b6a-8b17-5451d9585001,Criminology: Master of Arts in Applied Legal Studies Degree,22.9999,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,9d41b29f-fc8d-46bd-88f3-62e325a9bfdf,Criminology: Master of Arts Degree,45.0401,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,3934fb64-920f-4314-9824-849bc2daa87e,Criminology: Doctor of Philosophy Degree,45.0401,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,6a2dcfdb-e90f-4215-9d06-73188386a285,Digital Media: Pre-Master of Digital Media Program  ,9.0702,Graduate Programs,Other
9b3a0561fe894a78a936926ec773b61e,505838c8-87c7-433f-8190-7db5f5ce86d6,Digital Media: Master of Digital Media Degree,9.0702,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,e3d86bb8-7569-48f2-aad3-a5ea38cc0bd3,Earth Sciences: Master of Science Degree,40.0601,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,a43aea50-2397-4fc9-8c7b-4a604f923016,Earth Sciences: Doctor of Philosophy Degree,40.0601,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,0e477560-5d7e-471a-9ec5-e64e66b8a5f1,Economics: Master of Arts Degree,45.0601,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,7377ee78-c7e3-40c4-928e-2996058a1ef0,Economics: Doctor of Philosophy Degree,45.0601,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,0a5b6cb6-0eb3-4099-8f8c-226acadaac68,Education: Doctor of Education Degree,13.0401,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,360bfa99-b67f-4513-ba4f-83b8097f1d78,Education: Graduate Certificate,13.01,Graduate Programs,Certificate
9b3a0561fe894a78a936926ec773b61e,f99f27b0-3aa4-409c-8252-f7909fb30d62,Education: Master of Arts in Counselling Psychology Degree,42.0601,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,87598ac4-5410-4f24-bc5c-73775718915e,Education: Master of Arts Degree,13.0101,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,5aad2484-51da-4d2b-b463-52c9d7f91ad5,Education: Master of Education Counselling Psychology Degree,42.0601,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,0560ab05-7ec8-4466-92d5-b0cbf6ab83c6,Education: Master of Education Degree,13.0101,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,ef2c3452-b383-4ec3-bc90-fc08d8ce0629,Education: Master of Science Degree,13.0101,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,85e38f49-2e02-4370-8858-b78132b17b24,Education: Doctor of Philosophy Degree,13.0101,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,03828b6d-cf23-4370-a10f-e77c53c4e508,English: Master of Arts Degree,23.0101,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,d3953031-afe6-461b-b092-afc3c0c3e1cc,English: Master of Arts for Teachers of English Degree,13.1305,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,8de94dfe-54ee-4291-ad0f-d20bc47ff7cb,English: Doctor of Philosophy Degree,23.0101,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,dd03cf1b-2c5d-49af-b561-9e50aace5cc1,Engineering Science: Master of Applied Science Degree,14.0101,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,1f661f00-39ff-41a3-a968-05d78b40e27c,Engineering Science: Master of Engineering Degree,14.0101,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,61d64a64-355b-44f2-b861-dbac8ddf31b4,Engineering Science: Doctor of Philosophy Degree,14.0101,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,9d823411-b8c9-4b61-88cd-8f45ee6f29b6,French: Master of Arts Degree,16.0901,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,8d5959d4-6dd2-4cb7-880c-05d7d7e84e6b,Geography: Master of Arts Degree,45.0701,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,25e99608-2721-422c-ad7a-31a8737e8c65,Geography: Master of Science Degree,45.0701,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,a2d4fb13-3b52-438d-b98d-28f2c2bf1945,Geography: Doctor of Philosophy Degree,45.0701,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,71310fd2-f431-4843-a403-3196bcb58133,Gerontology: Master of Arts Degree,30.1101,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,8b6fc7be-a34d-4ef4-a6cf-41df2ca40c1c,Gerontology: Doctor of Philosophy Degree,30.1101,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,0e92b1e9-683a-4434-a2eb-38074e4d1a5b,"Gender, Sexuality & Women's Studies: Master of Arts Degree",5.0207,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,c593f988-d6e1-4516-817c-2df307a11131,"Gender, Sexuality & Women's Studies: Doctor of Philosophy Degree",5.0207,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,e90ef5b8-5888-45a3-8a92-64563df774a9,History: Graduate Certificate,54.0101,Graduate Programs,Certificate
9b3a0561fe894a78a936926ec773b61e,835152dc-a214-4524-b923-5d9c17917717,History: Master of Arts Degree,54.0101,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,27719213-cf7d-49b5-abf0-98f6392dc978,History:Doctor of Philosophy Degree,54.0101,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,c036d3c5-4656-4872-af95-62b1c7c403f8,Health Sciences: Master of Public Health Degree,51.2201,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,47ecce9e-82cc-4be8-80b7-00c72015e02e,Health Sciences: Master of Science Degree,51.22,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,6634e4da-9c0f-4b9e-ad71-e7f04d19a9cf,Health Sciences: Doctor of Philosophy Degree,51.22,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,312be883-0417-4a7b-b873-4691ff3159a8,Global Humanities:Master of Arts Degree,24.0103,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,dad66655-8ef7-414c-8e1c-7f0de486521a,Interactive Arts and Technology: Master of Arts Degree,11.0899,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,b3cefa34-e892-4489-900c-7500e71dcfdb,Interactive Arts and Technology: Master of Science Degree,11.0899,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,9bd7e76a-3b39-469a-8484-cd5496ec5cb3,Interactive Arts and Technology: Doctor of Philosophy Degree,11.0899,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,88b37abc-9652-489f-b0c5-e0af32c138d6,Linguistics: Graduate Certificate in Indigenous Languages and Linguistics ,16.0102,Graduate Programs,Certificate
9b3a0561fe894a78a936926ec773b61e,a4ff716a-5890-4862-b4b4-8ddff9705187,Linguistics: Master of Arts in Indigenous Languages and Linguistics Degree,16.0102,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,c181592d-6e52-44a5-94b2-0e8ea3cb0978,International Studies: Master of Arts Degree,30.2,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,e71d18fa-9181-4fd6-842d-bcd3d4fb69a7,Linguistics: Master of Arts Degree,16.0102,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,8a2ffce6-d28f-4972-8a6a-4f6670ff0f94,Linguistics: Doctor of Philosophy Degree,16.0102,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,14e21f7a-67de-49a4-8392-cda838fafa77,Liberal Studies: Master of Arts (Liberal Studies) Degree,24.0101,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,6945b936-f90e-4f39-843a-44ffa212396b,Mathematics: Master of Science in Applied and Computational Mathematics Degree,27.03,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,0d539b28-9220-44eb-86eb-994b037cce6a,Mathematics: Doctor of Philosophy in Applied and Computational Mathematics Degree,27.03,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,336e5054-2994-4690-88af-e7f0b38a20d9,Mathematics: Master of Science Degree,27.0101,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,f85b024d-36ee-4244-a15b-cf5fcc125f4d,Mathematics: Doctor of Philosophy Degree,27.0101,Graduate Programs,Degree
9b3a0561fe894a78a936926ec773b61e,35a5d052-bcdf-499c-a9ca-ff951c2b5a05,Molecular Biology and Biochemistry: Master of Science Degree,26.021,Graduate Programs,Degree
