Institution_guid,Progam_guid,Program_Name,CIP_Code,Program_Type,Credential
9b3a056218274cb084fd6d04e8f3ea5d,a286dcb3-f0c6-4167-85dd-919018f6d57c,Master of Education - Special Education,13.1001,Graduate Programs,Degree
9b3a056218274cb084fd6d04e8f3ea5d,3b1d7974-68d5-4d9c-9e92-7b8387ca1aae,Master of Engineering - Integrated Wood Design,14.0803,Graduate Programs,Degree
9b3a056218274cb084fd6d04e8f3ea5d,8634289e-a01d-4d8d-b771-582ecac1b598,Master of Natural Resources & Environmental Studies,3.0104,Graduate Programs,Degree
9b3a056218274cb084fd6d04e8f3ea5d,ab1a2068-7009-4ae6-9691-e45e2abc6387,Master of Science - Interdisciplinary Studies,30.9999,Graduate Programs,Degree
9b3a056218274cb084fd6d04e8f3ea5d,34cdb11a-68f0-4c66-ab11-063a23c304c0,Master of Science - Biochemistry,26.0202,Graduate Programs,Degree
9b3a056218274cb084fd6d04e8f3ea5d,59dc131c-51de-47b7-aa07-df99719b3913,Master of Science - Business Administration,52.0201,Graduate Programs,Degree
9b3a056218274cb084fd6d04e8f3ea5d,987e8fb9-39f6-42ea-aeb2-29b30198f756,Master of Science - Chemistry,40.0501,Graduate Programs,Degree
9b3a056218274cb084fd6d04e8f3ea5d,419418a5-7320-404f-b6e7-34948a225c3a,Master of Science - Computer Science,11.0701,Graduate Programs,Degree
9b3a056218274cb084fd6d04e8f3ea5d,1b6b46cd-51ba-4f21-8e84-eac0d72b2411,Master of Science - Health Sciences,51,Graduate Programs,Degree
9b3a056218274cb084fd6d04e8f3ea5d,7905a5d6-bf71-4a7b-99c3-bab95ddca770,Master of Science - Mathematics,27.0101,Graduate Programs,Degree
9b3a056218274cb084fd6d04e8f3ea5d,1cefc2fb-3cf1-47b9-b5c5-20299a3de928,"Master of Science - Natural Resources & Environmental Studies, Biology",26.0101,Graduate Programs,Degree
9b3a056218274cb084fd6d04e8f3ea5d,457f1b5d-3c35-47af-9afb-df89d6be49b3,"Master of Science - Natural Resources & Environmental Studies, Environmental Science",3.0104,Graduate Programs,Degree
9b3a056218274cb084fd6d04e8f3ea5d,ff7740f9-389d-44c0-bf82-3416001349c5,"Master of Science - Natural Resources & Environmental Studies, Forestry",3.0501,Graduate Programs,Degree
9b3a056218274cb084fd6d04e8f3ea5d,7fbb7e91-0729-4f6b-9865-ddbabb2ea03d,"Master of Science - Natural Resources & Environmental Studies, Geography",45.0701,Graduate Programs,Degree
9b3a056218274cb084fd6d04e8f3ea5d,ecf0d351-92fe-44df-a354-0889bb40f69b,"Master of Science - Natural Resources & Environmental Studies, Outdoor Recreation, Conservation & Tourism",3.0207,Graduate Programs,Degree
9b3a056218274cb084fd6d04e8f3ea5d,8829b10a-55c3-40a9-937c-b3966f1db887,Master of Science - Physics,40.0801,Graduate Programs,Degree
9b3a056218274cb084fd6d04e8f3ea5d,a6f3fd44-f483-45c8-a1fa-fa1586c24932,Master of Science - Psychology,42.0101,Graduate Programs,Degree
9b3a056218274cb084fd6d04e8f3ea5d,a3747507-fb7d-4211-aa54-797aefa5acc0,Master of Science in Nursing,51.3801,Graduate Programs,Degree
9b3a056218274cb084fd6d04e8f3ea5d,fe87ea24-2813-4120-8625-83276ac2a97b,"Master of Science in Nursing, Family Nurse Practitioner",51.3805,Graduate Programs,Degree
9b3a056218274cb084fd6d04e8f3ea5d,be3ffae6-38eb-45fe-a91f-b1e125f06a48,Master of Social Work,44.0701,Graduate Programs,Degree
9b3a056218274cb084fd6d04e8f3ea5d,75af4257-ab97-4945-8447-8c0445cd04c8,Graduate Certificate in Change Leadership,52.0101,Graduate Programs,Certificate
9b3a056153814ce69afa6a1f20b8ef41,16e1f787-1ea8-48f8-a5dd-e4be87a8118d,"Hydronic Technician, Associate Certificate (Flex)",470105,Trades,Certificate
9b3a056153814ce69afa6a1f20b8ef41,1a9a4c9a-6eed-4a28-85c1-5948d629375e,"Manufacturing, Bachelor of Technology (Flex)",143601,Undergraduate Programs,Degree
9b3a056153814ce69afa6a1f20b8ef41,f745ccd7-998a-46ad-9f8d-4d171b32a61f,"Marketing Management - Entrepreneurship Option, Diploma (Cohort)",520701,Undergraduate Programs,Diploma
9b3a056153814ce69afa6a1f20b8ef41,69032ce0-5ef3-4d3f-9688-36aaf73c9615,"Marketing Management - Professional Sales, Diploma (Cohort)",521804,Undergraduate Programs,Diploma
9b3a056153814ce69afa6a1f20b8ef41,865fa063-f226-42fc-b42b-401236d71ef6,"Marketing Management - Professional Real Estate Option, Diploma (Cohort)",521501,Undergraduate Programs,Diploma
9b3a056153814ce69afa6a1f20b8ef41,f81bc0e8-7216-4332-be61-40bc3594c3b9,"Marketing Management - Digital & Brand Strategy, Diploma (Cohort)",521404,Undergraduate Programs,Diploma
9b3a056153814ce69afa6a1f20b8ef41,91066f9f-885e-42c2-9c00-65fe7d7b5c43,Marketing Management - Tourism Marketing & Sales (Cohort),520903,Undergraduate Programs,Diploma
9b3a056153814ce69afa6a1f20b8ef41,997e0d33-70aa-4f56-a126-3b5bd0e01a9c,"Payroll Administration, Certificate (Flex)",521099,Undergraduate Programs,Certificate
9b3a056153814ce69afa6a1f20b8ef41,969ff982-25d9-4c06-856a-01cc39bf6c86,"Creative Industry, Bachelor of Creative Industry (Cohort)",90702,Undergraduate Programs,Degree
9b3a056153814ce69afa6a1f20b8ef41,30783ce6-cb0d-4dd7-ada1-99a62f39d84f,"Applied Computing, Master of Science (Cohort)",110701,Graduate Programs,Degree
9b3a056153814ce69afa6a1f20b8ef41,8c3a2e15-2bc2-44ac-8390-2687d9262d2f,"Ecological Restoration, Master of Science (Cohort)",261301,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,0c969d91-ca3d-472b-a54d-b13477abeb4a,Applied Data Science (MEng),14.3701,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,b80c50d0-30da-4494-9e4a-7fcf0c1d7d4e,Advanced Practice Nursing (MN),51.3801,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,0b61b11e-a900-41aa-9851-3d8d7558ee45,Anthropology (MA),45.0201,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,958a97e7-ecf1-426b-afa5-537ab7c70b28,Anthropology (PhD),45.0201,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,02948cee-ca5d-4c9d-bd80-f1e8b430032d,Applied Linguistics (MA),16.0102,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,d197d114-8ce9-469e-96f8-b56ff7b643e0,Art Education (MEd),13.1302,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,1bd13ec0-f1bb-4b8a-b456-221bd94bb405,Art History and Visual Studies (MA),50.0703,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,75e7734f-b9eb-484c-bdbb-7b4752916b9a,Art History and Visual Studies (PhD),50.0703,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,49333e88-69b5-4a5c-9101-0fb8004c4bfe,Biochemistry (MSc),26.0202,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,a3db0ce0-a274-4d69-97d1-9962eba686d7,Biochemistry (PhD),26.0202,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,f820f2a0-217f-46ee-863f-7b6818a899f6,Biology (MSc),26.0101,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,e577bf0d-0f0f-464a-aca1-9d74cc1aad3c,Biology (PhD),26.0101,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,eb020697-006d-40f3-a4df-635d87c3e2cc,Biomedical Systems (MEng),14.0501,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,bfea30cb-19af-4984-b030-a43133183ac4,Business Administration (MBA),52.0201,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,353821dd-e2b2-4448-93e3-1a3438753fcb,Chemistry (MSc),40.0501,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,eecbd1e7-41ea-4983-994c-6c28a6f2b86a,Chemistry (PhD),40.0501,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,723818e9-b399-49df-b2d0-3516005c2550,"Child, Youth, Family and Community Studies (MA)",19.0706,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,fbf3fe87-9c6d-4353-b041-472cf4f96635,"Child, Youth, Family and Community Studies (PhD)",19.0706,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,8c710292-478b-4e09-b59e-0ec3c004768e,Civil Engineering (MASc),14.0801,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,9668c112-1768-4061-b61e-9988deb7d14e,Civil Engineering (PhD),14.0801,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,20127750-d921-4b5d-a8a7-0254c09afce2,Clinical Psychology (MSc),42.2801,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,27feff25-55ba-407d-a34f-f8cbbf9b5933,Clinical Psychology (PhD),42.2801,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,db798684-493b-41d2-9ac6-60b66cd98b4e,Coaching Studies (MEd),13.1314,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,7962fec0-322d-49a1-9531-ba0aae33ca53,Community Development (MA),19.0707,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,3ca92101-9d44-4abb-937b-b1f56029e4db,Composition (MMus),50.0904,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,bf74066b-17ae-45d2-bbfd-c93b0c9fc3c2,Computer Science (MSc),11.0701,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,9a45b3eb-2608-4a71-a497-a7b77a216527,Computer Science (PhD),11.0701,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,098107fd-7877-44b9-a29b-1b418aa3f0c5,Counselling Psychology (MA),13.1101,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,c55d55e7-cf29-405f-b9cf-348d1016627e,Curriculum Studies (MEd),13.0301,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,a92bef1c-f828-454d-8d15-176e8cece968,Design and Production (MFA),50.0502,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,b0b9be97-c118-4eea-a54d-9776696cd842,Directing (MFA),50.0507,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,daf9262e-577c-41da-9740-801f09311481,Early Childhood Education (MEd),13.121,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,49764eed-6a2a-41f9-92a2-8b03f287ccca,Earth and Ocean Sciences (MSc),40.0601,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,bc3b77ab-afe1-4d9e-b250-c7694d8a3dbb,Earth and Ocean Sciences (PhD),40.0601,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,25ca6a47-8074-4a40-8191-bda16b2e7330,Economics (MA),45.0601,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,30cbc0ba-cacd-4a28-84b1-d69fb31b8461,Economics (PhD),45.0601,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,b3f01df2-b109-4dc3-a289-b7b16cea3cac,Educational Psychology (MEd),13.1335,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,621f3449-ce56-4409-a7b8-bacdd6d99046,Educational Psychology (MA),13.1335,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,5586396f-9c42-42cc-94f4-7e83f345df52,Educational Psychology (PhD),13.1335,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,548959b1-cb05-4f83-ad6b-fe1d2a115411,Educational Studies (MA),13.0101,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,b94b2e35-7e70-4c0a-bca9-48a7a5597ab1,Educational Studies (PhD),13.0101,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,5b206be9-8b06-4633-8f51-02348325c560,Electrical and Computer Engineering (MASc),14.1001,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,e855d92a-0321-4168-98c7-e2f66645ba8f,Electrical and Computer Engineering (MEng),14.1001,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,d55b9b37-5f59-404d-8c55-da0544e31a31,Electrical and Computer Engineering (PhD),14.1001,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,aa7cc65b-bac4-4b28-9f88-27ac3889a95d,English (MA),23.0101,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,a2be5d93-77cc-406a-b34e-df37e56b3639,English (PhD),23.0101,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,267c8dff-a810-4d69-96b5-193946703dac,Environmental Studies (MA),3.0103,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,eced72b2-5d6d-4caa-8144-83d477222a7e,Environmental Studies (MSc),3.0103,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,d3c5c6ff-49f4-48a6-bfb5-4ef2ec6853d0,Environmental Studies (PhD),3.0103,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,7ac6e654-2b78-4d27-9dd9-8c10bc72914c,French and Francophone Studies (MA),55.0101,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,1d851bd4-1f5a-4354-8a4c-d0574479c141,Geography (MA),45.0701,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,ffeaa966-c603-4bf3-84d0-3587b01b70e3,Geography (MSc),45.0701,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,218da18a-8462-4ce9-81d3-a0ca4fc696ca,Geography (PhD),45.0701,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,3ab02c0d-cdd1-4071-bfba-2128328d3950,Germanic and Slavic Studies (MA),5.0106,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,379c3add-cf41-4cd4-a041-130ddac020ee,Global Business (MGB),52.1101,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,65391a47-fb23-41e7-a483-aede944237f4,Greek and Roman Studies (MA),16.12,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,b327fb19-de44-4d2b-aa5c-d2c5db0b3917,Greek and Roman Studies (PhD),16.12,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,3b8171a8-b401-4d61-9d06-9aaa60c79d1c,Health Informatics (MSc),51.0706,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,b7977640-7ec0-4510-adc6-9fcdd081a650,Health Informatics (PhD),51.0706,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,3cd22c64-f683-4128-ba83-5c3dfa3a1562,History (MA),54.0101,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,41fc54df-32a8-4c10-8fbd-83abbd650f2a,History (PhD),54.0101,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,f9ae8392-8853-486e-87cd-c8ebbb85a296,Indigenous Communities Counselling Psychology (MA),5.0202,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,c50053ee-4de0-41b1-ac61-e9a3c651dffa,Indigenous Governance (MA),5.0202,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,b9a1ed02-0d53-4d22-9f68-2fa3a5c5fd79,Indigenous Governance with Graduate Certificate in Indigenous Nationhood (MA),5.0202,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,03dddbf1-7aef-452f-9223-0fb5d3e3f1fe,Indigenous Governance (PhD),5.0202,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,88e4960c-08d5-4cf9-b654-c819a91cdb26,Indigenous Language Revitalization (MA),16.1001,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,44c53e5a-d14b-4487-a9fc-09875773b799,Indigenous Language Revitalization (MEd),16.1001,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,4966dd5e-7564-4aa0-afd8-190de0fe5e5b,Industrial Ecology (MEng),14.0802,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,5c831b33-fe7d-47e3-8385-08230ce13806,Interdisciplinary (MA),30.9999,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,835db63d-1625-489f-831a-f2a7f5f839ee,Interdisciplinary (MSc),30.9999,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,44c5dc87-89cd-4d57-9fae-b68440dfeaa4,Interdisciplinary (PhD),30.9999,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,1a22c757-f31b-48fd-a838-d30ed497db18,Kinesiology (MSc),31.0505,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,8f0f7502-6294-4d17-96d4-169a8be978f5,Kinesiology (MA),31.0505,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,6ccd5687-b498-426b-8e5c-2eb93d9563c9,Kinesiology (PhD),31.0505,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,ae3b3483-bd2d-4e5e-b9a3-832845979bc8,Language and Literacy (MEd),13.1502,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,e29a342e-38d1-459a-afa4-a56482c49703,Law and Business Administration (JD/MBA),52.0101,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,78ddc107-d1cc-4188-ac3c-57debc534249,Law and Public Administration (JD/MPA),44.0401,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,da439c1e-6490-489e-b259-f46271d2a5df,Law and Society (LLM),22.0101,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,b8023d3b-1308-4bba-a61f-5839cc5b844c,Law and Society with Graduate Certificate in Indigenous Nationhood (LLM),22.0201,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,c0d37f1f-2117-4aa6-9361-015b0c54e1ff,Law and Society (PhD),22.0101,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,b2f43b7d-f5ef-4405-b07c-77539ffba386,Law and Society with Graduate Certificate in Indigenous Nationhood (PhD),22.0201,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,061d40c4-9451-4b96-b702-a2c17108dc1e,Leadership Studies (MEd),13.0401,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,cb90345b-0933-4eca-81da-590bd07d72c9,Leadership Studies (MA),13.0401,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,fce6d819-245f-4d4c-80e8-ac47823811d3,Linguistics (MA),16.0102,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,819b9b74-793a-4a48-a975-d01c7ef21b17,Linguistics (PhD),16.0102,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,577788b2-4a65-4d68-bc27-3d4359e86a94,Mathematics (MA),27.0101,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,74410f30-8cca-404d-90cc-4b7c6cd5a674,Mathematics (MSc),27.0101,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,8be79f5c-7933-410b-bd04-2aa00778baa1,Mathematics (PhD),27.0101,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,61eb273e-1b18-4f70-aa9c-17706b33cd14,"Mathematics, Science, Social Studies and Educational Technology (MEd)",13.0501,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,97f1a3e8-11f3-47ce-88e3-fe86d7712c3c,Mechanical Engineering (MEng),14.1901,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,6cdac3ef-ac98-47bf-b726-3d8d6a903eb6,Mechanical Engineering (MASc),14.1901,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,f55dd76c-385d-45b0-a946-5298927b3a6e,Mechanical Engineering (PhD),14.1901,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,3f75058d-0f59-4da7-9753-7599f649e9f7,Microbiology (MSc),26.0502,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,22ecea84-9337-40a5-9233-f075f9507e0e,Microbiology (PhD),26.0502,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,82f5df9e-1c84-4237-ba84-ae9bba4e3240,Music Technology (MMus),50.0913,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,406aec6a-cb10-4af9-92d8-0b53cf6842ee,Musicology (MA),50.0905,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,b380ec52-579d-401b-ac67-b7e4819439db,Musicology (PhD),50.0905,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,b494e0f5-150d-468c-945a-46c9f2e5f2cf,Musicology with Performance (MA),50.0903,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,e8405a35-daca-4c9b-8e69-dc456b016be0,Neuroscience (MSc),26.1501,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,99d66e6c-4d96-4bb9-98a2-2e1f0dda3634,Neuroscience (PhD),26.1501,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,2feddd46-02a0-4f20-86a4-0d86f1d04ad2,Nursing (PhD),51.3801,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,e7d03e05-bad7-4d61-b7a1-67ad21f6330c,Nursing and Health Informatics (MN/MSc),51.3808,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,6f852518-17d7-43f3-9f87-9bb0130b0f59,Pacific and Asian Studies (MA),5.0109,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,a3ce0a12-0caf-4a1d-83bb-202550f2f6ba,Performance (MMus),50.0903,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,4bd667b6-c1f1-45af-9278-c4013e42e06a,Philosophy (MA),38.0101,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,8b267121-5d93-4018-a058-fe8d80a381ff,Philosophy (PhD),38.0101,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,35631e1b-2259-4c83-a9f3-2280be965607,Physical Education (MA),13.1314,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,068e7940-d71c-414f-b741-02732ed45968,Physics (MSc),40.0801,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,318824bd-7db4-4a8f-bdfa-38e4ad0fd3b9,Physics (PhD),40.0801,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,2d5893ea-ac00-45ad-a0a5-4cf0923f3fea,Political Science (MA),45.1001,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,9422431e-71c1-4d05-b217-0b60f89d73f8,Political Science (PhD),45.1001,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,e63f260d-8bb1-492d-b090-ad65976a055c,Political Science with Graduate Certificate in Indigenous Nationhood (PhD),45.1001,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,2edf0a4c-c96e-42ae-8eb7-1f6624374c6e,Political Science with Graduate Certificate in Indigenous Nationhood (MA),45.1001,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,688d71d7-f86b-49d1-a55e-2b207b5010a0,Psychology (MSc),42.0101,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,4f30a502-03d1-40be-8853-037ae2938641,Psychology (PhD),42.0101,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,50937f51-6370-4851-bb7d-f520f479fabf,Public Administration (MPA),44.0401,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,1508dd1b-9da7-4db6-a536-b917d6bfb0d6,Public Administration (PhD),44.0401,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,dc92262a-972d-4aca-a69f-3b41bbcbdecd,Public Health (MPH),51.2201,Graduate Programs,Degree
9b3a056219f744d59d6d5831c6fd7294,0e82cf07-fd11-4d76-a42a-a3539cda3b2c,Social Dimensions of Health (MA),51,Graduate Programs,Degree
