Insitution GUID,Program_Name,CIP_Code,Program_Type,Credential,Index,JM_Assigned_GUID
9b3a056218274cb084fd6d04e8f3ea5d,Master of Arts - Political Science,45.1001,Graduate Programs,Degree,18,be92cbf0-b304-4823-af95-015ef3996136
9b3a056218274cb084fd6d04e8f3ea5d,Master of Business Administration,52.0201,Graduate Programs,Degree,19,62505448-da5b-4e42-93f5-c13265732e06
9b3a056218274cb084fd6d04e8f3ea5d,Master of Education - Counselling,13.1199,Graduate Programs,Degree,20,9ae869ef-0f51-4676-8e13-4d2d7af7ee38
9b3a056218274cb084fd6d04e8f3ea5d,Master of Education - Multi-Disciplinary Leadership,13.0401,Graduate Programs,Degree,21,ecfcfd99-b5e2-41b9-b1e2-3ed5948b4846
9b3a056218274cb084fd6d04e8f3ea5d,Master of Education - Special Education,13.1001,Graduate Programs,Degree,22,a286dcb3-f0c6-4167-85dd-919018f6d57c
9b3a056218274cb084fd6d04e8f3ea5d,Master of Engineering - Integrated Wood Design,14.0803,Graduate Programs,Degree,23,3b1d7974-68d5-4d9c-9e92-7b8387ca1aae
9b3a056218274cb084fd6d04e8f3ea5d,Master of Natural Resources & Environmental Studies,3.0104,Graduate Programs,Degree,24,8634289e-a01d-4d8d-b771-582ecac1b598
9b3a056218274cb084fd6d04e8f3ea5d,Master of Science - Interdisciplinary Studies,30.9999,Graduate Programs,Degree,25,ab1a2068-7009-4ae6-9691-e45e2abc6387
9b3a056218274cb084fd6d04e8f3ea5d,Master of Science - Biochemistry,26.0202,Graduate Programs,Degree,26,34cdb11a-68f0-4c66-ab11-063a23c304c0
9b3a056218274cb084fd6d04e8f3ea5d,Master of Science - Business Administration,52.0201,Graduate Programs,Degree,27,59dc131c-51de-47b7-aa07-df99719b3913
9b3a056218274cb084fd6d04e8f3ea5d,Master of Science - Chemistry,40.0501,Graduate Programs,Degree,28,987e8fb9-39f6-42ea-aeb2-29b30198f756
9b3a056218274cb084fd6d04e8f3ea5d,Master of Science - Computer Science,11.0701,Graduate Programs,Degree,29,419418a5-7320-404f-b6e7-34948a225c3a
9b3a056218274cb084fd6d04e8f3ea5d,Master of Science - Health Sciences,51,Graduate Programs,Degree,30,1b6b46cd-51ba-4f21-8e84-eac0d72b2411
9b3a056218274cb084fd6d04e8f3ea5d,Master of Science - Mathematics,27.0101,Graduate Programs,Degree,31,7905a5d6-bf71-4a7b-99c3-bab95ddca770
9b3a056218274cb084fd6d04e8f3ea5d,"Master of Science - Natural Resources & Environmental Studies, Biology",26.0101,Graduate Programs,Degree,32,1cefc2fb-3cf1-47b9-b5c5-20299a3de928
9b3a056218274cb084fd6d04e8f3ea5d,"Master of Science - Natural Resources & Environmental Studies, Environmental Science",3.0104,Graduate Programs,Degree,33,457f1b5d-3c35-47af-9afb-df89d6be49b3
9b3a056218274cb084fd6d04e8f3ea5d,"Master of Science - Natural Resources & Environmental Studies, Forestry",3.0501,Graduate Programs,Degree,34,ff7740f9-389d-44c0-bf82-3416001349c5
9b3a056218274cb084fd6d04e8f3ea5d,"Master of Science - Natural Resources & Environmental Studies, Geography",45.0701,Graduate Programs,Degree,35,7fbb7e91-0729-4f6b-9865-ddbabb2ea03d
9b3a056218274cb084fd6d04e8f3ea5d,"Master of Science - Natural Resources & Environmental Studies, Outdoor Recreation, Conservation & Tourism",3.0207,Graduate Programs,Degree,36,ecf0d351-92fe-44df-a354-0889bb40f69b
9b3a056218274cb084fd6d04e8f3ea5d,Master of Science - Physics,40.0801,Graduate Programs,Degree,37,8829b10a-55c3-40a9-937c-b3966f1db887
9b3a056218274cb084fd6d04e8f3ea5d,Master of Science - Psychology,42.0101,Graduate Programs,Degree,38,a6f3fd44-f483-45c8-a1fa-fa1586c24932
9b3a056218274cb084fd6d04e8f3ea5d,Master of Science in Nursing,51.3801,Graduate Programs,Degree,39,a3747507-fb7d-4211-aa54-797aefa5acc0
9b3a056218274cb084fd6d04e8f3ea5d,"Master of Science in Nursing, Family Nurse Practitioner",51.3805,Graduate Programs,Degree,40,fe87ea24-2813-4120-8625-83276ac2a97b
9b3a056218274cb084fd6d04e8f3ea5d,Master of Social Work,44.0701,Graduate Programs,Degree,41,be3ffae6-38eb-45fe-a91f-b1e125f06a48
9b3a056218274cb084fd6d04e8f3ea5d,Graduate Certificate in Change Leadership,52.0101,Graduate Programs,Certificate,42,75af4257-ab97-4945-8447-8c0445cd04c8
9b3a056153814ce69afa6a1f20b8ef41,"Hydronic Technician, Associate Certificate (Flex)",470105,Trades,Certificate,43,16e1f787-1ea8-48f8-a5dd-e4be87a8118d
9b3a056153814ce69afa6a1f20b8ef41,"Manufacturing, Bachelor of Technology (Flex)",143601,Undergraduate Programs,Degree,44,1a9a4c9a-6eed-4a28-85c1-5948d629375e
9b3a056153814ce69afa6a1f20b8ef41,"Marketing Management - Entrepreneurship Option, Diploma (Cohort)",520701,Undergraduate Programs,Diploma,45,f745ccd7-998a-46ad-9f8d-4d171b32a61f
9b3a056153814ce69afa6a1f20b8ef41,"Marketing Management - Professional Sales, Diploma (Cohort)",521804,Undergraduate Programs,Diploma,46,69032ce0-5ef3-4d3f-9688-36aaf73c9615
9b3a056153814ce69afa6a1f20b8ef41,"Marketing Management - Professional Real Estate Option, Diploma (Cohort)",521501,Undergraduate Programs,Diploma,47,865fa063-f226-42fc-b42b-401236d71ef6
9b3a056153814ce69afa6a1f20b8ef41,"Marketing Management - Digital & Brand Strategy, Diploma (Cohort)",521404,Undergraduate Programs,Diploma,48,f81bc0e8-7216-4332-be61-40bc3594c3b9
9b3a056153814ce69afa6a1f20b8ef41,Marketing Management - Tourism Marketing & Sales (Cohort),520903,Undergraduate Programs,Diploma,49,91066f9f-885e-42c2-9c00-65fe7d7b5c43
9b3a056153814ce69afa6a1f20b8ef41,"Payroll Administration, Certificate (Flex)",521099,Undergraduate Programs,Certificate,50,997e0d33-70aa-4f56-a126-3b5bd0e01a9c
9b3a056153814ce69afa6a1f20b8ef41,"Creative Industry, Bachelor of Creative Industry (Cohort)",90702,Undergraduate Programs,Degree,51,969ff982-25d9-4c06-856a-01cc39bf6c86
9b3a056153814ce69afa6a1f20b8ef41,"Applied Computing, Master of Science (Cohort)",110701,Graduate Programs,Degree,52,30783ce6-cb0d-4dd7-ada1-99a62f39d84f
9b3a056153814ce69afa6a1f20b8ef41,"Ecological Restoration, Master of Science (Cohort)",261301,Graduate Programs,Degree,53,8c3a2e15-2bc2-44ac-8390-2687d9262d2f
9b3a056219f744d59d6d5831c6fd7294,Applied Data Science (MEng),14.3701,Graduate Programs,Degree,54,0c969d91-ca3d-472b-a54d-b13477abeb4a
9b3a056219f744d59d6d5831c6fd7294,Advanced Practice Nursing (MN),51.3801,Graduate Programs,Degree,55,b80c50d0-30da-4494-9e4a-7fcf0c1d7d4e
9b3a056219f744d59d6d5831c6fd7294,Anthropology (MA),45.0201,Graduate Programs,Degree,56,0b61b11e-a900-41aa-9851-3d8d7558ee45
9b3a056219f744d59d6d5831c6fd7294,Anthropology (PhD),45.0201,Graduate Programs,Degree,57,958a97e7-ecf1-426b-afa5-537ab7c70b28
9b3a056219f744d59d6d5831c6fd7294,Applied Linguistics (MA),16.0102,Graduate Programs,Degree,58,02948cee-ca5d-4c9d-bd80-f1e8b430032d
9b3a056219f744d59d6d5831c6fd7294,Art Education (MEd),13.1302,Graduate Programs,Degree,59,d197d114-8ce9-469e-96f8-b56ff7b643e0
9b3a056219f744d59d6d5831c6fd7294,Art History and Visual Studies (MA),50.0703,Graduate Programs,Degree,60,1bd13ec0-f1bb-4b8a-b456-221bd94bb405
9b3a056219f744d59d6d5831c6fd7294,Art History and Visual Studies (PhD),50.0703,Graduate Programs,Degree,61,75e7734f-b9eb-484c-bdbb-7b4752916b9a
9b3a056219f744d59d6d5831c6fd7294,Biochemistry (MSc),26.0202,Graduate Programs,Degree,62,49333e88-69b5-4a5c-9101-0fb8004c4bfe
9b3a056219f744d59d6d5831c6fd7294,Biochemistry (PhD),26.0202,Graduate Programs,Degree,63,a3db0ce0-a274-4d69-97d1-9962eba686d7
9b3a056219f744d59d6d5831c6fd7294,Biology (MSc),26.0101,Graduate Programs,Degree,64,f820f2a0-217f-46ee-863f-7b6818a899f6
9b3a056219f744d59d6d5831c6fd7294,Biology (PhD),26.0101,Graduate Programs,Degree,65,e577bf0d-0f0f-464a-aca1-9d74cc1aad3c
9b3a056219f744d59d6d5831c6fd7294,Biomedical Systems (MEng),14.0501,Graduate Programs,Degree,66,eb020697-006d-40f3-a4df-635d87c3e2cc
9b3a056219f744d59d6d5831c6fd7294,Business Administration (MBA),52.0201,Graduate Programs,Degree,67,bfea30cb-19af-4984-b030-a43133183ac4
9b3a056219f744d59d6d5831c6fd7294,Chemistry (MSc),40.0501,Graduate Programs,Degree,68,353821dd-e2b2-4448-93e3-1a3438753fcb
9b3a056219f744d59d6d5831c6fd7294,Chemistry (PhD),40.0501,Graduate Programs,Degree,69,eecbd1e7-41ea-4983-994c-6c28a6f2b86a
9b3a056219f744d59d6d5831c6fd7294,"Child, Youth, Family and Community Studies (MA)",19.0706,Graduate Programs,Degree,70,723818e9-b399-49df-b2d0-3516005c2550
9b3a056219f744d59d6d5831c6fd7294,"Child, Youth, Family and Community Studies (PhD)",19.0706,Graduate Programs,Degree,71,fbf3fe87-9c6d-4353-b041-472cf4f96635
9b3a056219f744d59d6d5831c6fd7294,Civil Engineering (MASc),14.0801,Graduate Programs,Degree,72,8c710292-478b-4e09-b59e-0ec3c004768e
9b3a056219f744d59d6d5831c6fd7294,Civil Engineering (PhD),14.0801,Graduate Programs,Degree,73,9668c112-1768-4061-b61e-9988deb7d14e
9b3a056219f744d59d6d5831c6fd7294,Clinical Psychology (MSc),42.2801,Graduate Programs,Degree,74,20127750-d921-4b5d-a8a7-0254c09afce2
9b3a056219f744d59d6d5831c6fd7294,Clinical Psychology (PhD),42.2801,Graduate Programs,Degree,75,27feff25-55ba-407d-a34f-f8cbbf9b5933
9b3a056219f744d59d6d5831c6fd7294,Coaching Studies (MEd),13.1314,Graduate Programs,Degree,76,db798684-493b-41d2-9ac6-60b66cd98b4e
9b3a056219f744d59d6d5831c6fd7294,Community Development (MA),19.0707,Graduate Programs,Degree,77,7962fec0-322d-49a1-9531-ba0aae33ca53
9b3a056219f744d59d6d5831c6fd7294,Composition (MMus),50.0904,Graduate Programs,Degree,78,3ca92101-9d44-4abb-937b-b1f56029e4db
9b3a056219f744d59d6d5831c6fd7294,Computer Science (MSc),11.0701,Graduate Programs,Degree,79,bf74066b-17ae-45d2-bbfd-c93b0c9fc3c2
9b3a056219f744d59d6d5831c6fd7294,Computer Science (PhD),11.0701,Graduate Programs,Degree,80,9a45b3eb-2608-4a71-a497-a7b77a216527
9b3a056219f744d59d6d5831c6fd7294,Counselling Psychology (MA),13.1101,Graduate Programs,Degree,81,098107fd-7877-44b9-a29b-1b418aa3f0c5
9b3a056219f744d59d6d5831c6fd7294,Curriculum Studies (MEd),13.0301,Graduate Programs,Degree,82,c55d55e7-cf29-405f-b9cf-348d1016627e
9b3a056219f744d59d6d5831c6fd7294,Design and Production (MFA),50.0502,Graduate Programs,Degree,83,a92bef1c-f828-454d-8d15-176e8cece968
9b3a056219f744d59d6d5831c6fd7294,Directing (MFA),50.0507,Graduate Programs,Degree,84,b0b9be97-c118-4eea-a54d-9776696cd842
9b3a056219f744d59d6d5831c6fd7294,Early Childhood Education (MEd),13.121,Graduate Programs,Degree,85,daf9262e-577c-41da-9740-801f09311481
9b3a056219f744d59d6d5831c6fd7294,Earth and Ocean Sciences (MSc),40.0601,Graduate Programs,Degree,86,49764eed-6a2a-41f9-92a2-8b03f287ccca
9b3a056219f744d59d6d5831c6fd7294,Earth and Ocean Sciences (PhD),40.0601,Graduate Programs,Degree,87,bc3b77ab-afe1-4d9e-b250-c7694d8a3dbb
9b3a056219f744d59d6d5831c6fd7294,Economics (MA),45.0601,Graduate Programs,Degree,88,25ca6a47-8074-4a40-8191-bda16b2e7330
9b3a056219f744d59d6d5831c6fd7294,Economics (PhD),45.0601,Graduate Programs,Degree,89,30cbc0ba-cacd-4a28-84b1-d69fb31b8461
9b3a056219f744d59d6d5831c6fd7294,Educational Psychology (MEd),13.1335,Graduate Programs,Degree,90,b3f01df2-b109-4dc3-a289-b7b16cea3cac
9b3a056219f744d59d6d5831c6fd7294,Educational Psychology (MA),13.1335,Graduate Programs,Degree,91,621f3449-ce56-4409-a7b8-bacdd6d99046
9b3a056219f744d59d6d5831c6fd7294,Educational Psychology (PhD),13.1335,Graduate Programs,Degree,92,5586396f-9c42-42cc-94f4-7e83f345df52
9b3a056219f744d59d6d5831c6fd7294,Educational Studies (MA),13.0101,Graduate Programs,Degree,93,548959b1-cb05-4f83-ad6b-fe1d2a115411
9b3a056219f744d59d6d5831c6fd7294,Educational Studies (PhD),13.0101,Graduate Programs,Degree,94,b94b2e35-7e70-4c0a-bca9-48a7a5597ab1
9b3a056219f744d59d6d5831c6fd7294,Electrical and Computer Engineering (MASc),14.1001,Graduate Programs,Degree,95,5b206be9-8b06-4633-8f51-02348325c560
9b3a056219f744d59d6d5831c6fd7294,Electrical and Computer Engineering (MEng),14.1001,Graduate Programs,Degree,96,e855d92a-0321-4168-98c7-e2f66645ba8f
9b3a056219f744d59d6d5831c6fd7294,Electrical and Computer Engineering (PhD),14.1001,Graduate Programs,Degree,97,d55b9b37-5f59-404d-8c55-da0544e31a31
9b3a056219f744d59d6d5831c6fd7294,English (MA),23.0101,Graduate Programs,Degree,98,aa7cc65b-bac4-4b28-9f88-27ac3889a95d
9b3a056219f744d59d6d5831c6fd7294,English (PhD),23.0101,Graduate Programs,Degree,99,a2be5d93-77cc-406a-b34e-df37e56b3639
9b3a056219f744d59d6d5831c6fd7294,Environmental Studies (MA),3.0103,Graduate Programs,Degree,100,267c8dff-a810-4d69-96b5-193946703dac
9b3a056219f744d59d6d5831c6fd7294,Environmental Studies (MSc),3.0103,Graduate Programs,Degree,101,eced72b2-5d6d-4caa-8144-83d477222a7e
9b3a056219f744d59d6d5831c6fd7294,Environmental Studies (PhD),3.0103,Graduate Programs,Degree,102,d3c5c6ff-49f4-48a6-bfb5-4ef2ec6853d0
9b3a056219f744d59d6d5831c6fd7294,French and Francophone Studies (MA),55.0101,Graduate Programs,Degree,103,7ac6e654-2b78-4d27-9dd9-8c10bc72914c
9b3a056219f744d59d6d5831c6fd7294,Geography (MA),45.0701,Graduate Programs,Degree,104,1d851bd4-1f5a-4354-8a4c-d0574479c141
9b3a056219f744d59d6d5831c6fd7294,Geography (MSc),45.0701,Graduate Programs,Degree,105,ffeaa966-c603-4bf3-84d0-3587b01b70e3
9b3a056219f744d59d6d5831c6fd7294,Geography (PhD),45.0701,Graduate Programs,Degree,106,218da18a-8462-4ce9-81d3-a0ca4fc696ca
9b3a056219f744d59d6d5831c6fd7294,Germanic and Slavic Studies (MA),5.0106,Graduate Programs,Degree,107,3ab02c0d-cdd1-4071-bfba-2128328d3950
9b3a056219f744d59d6d5831c6fd7294,Global Business (MGB),52.1101,Graduate Programs,Degree,108,379c3add-cf41-4cd4-a041-130ddac020ee
9b3a056219f744d59d6d5831c6fd7294,Greek and Roman Studies (MA),16.12,Graduate Programs,Degree,109,65391a47-fb23-41e7-a483-aede944237f4
9b3a056219f744d59d6d5831c6fd7294,Greek and Roman Studies (PhD),16.12,Graduate Programs,Degree,110,b327fb19-de44-4d2b-aa5c-d2c5db0b3917
9b3a056219f744d59d6d5831c6fd7294,Health Informatics (MSc),51.0706,Graduate Programs,Degree,111,3b8171a8-b401-4d61-9d06-9aaa60c79d1c
9b3a056219f744d59d6d5831c6fd7294,Health Informatics (PhD),51.0706,Graduate Programs,Degree,112,b7977640-7ec0-4510-adc6-9fcdd081a650
9b3a056219f744d59d6d5831c6fd7294,History (MA),54.0101,Graduate Programs,Degree,113,3cd22c64-f683-4128-ba83-5c3dfa3a1562
9b3a056219f744d59d6d5831c6fd7294,History (PhD),54.0101,Graduate Programs,Degree,114,41fc54df-32a8-4c10-8fbd-83abbd650f2a
9b3a056219f744d59d6d5831c6fd7294,Indigenous Communities Counselling Psychology (MA),5.0202,Graduate Programs,Degree,115,f9ae8392-8853-486e-87cd-c8ebbb85a296
9b3a056219f744d59d6d5831c6fd7294,Indigenous Governance (MA),5.0202,Graduate Programs,Degree,116,c50053ee-4de0-41b1-ac61-e9a3c651dffa
9b3a056219f744d59d6d5831c6fd7294,Indigenous Governance with Graduate Certificate in Indigenous Nationhood (MA),5.0202,Graduate Programs,Degree,117,b9a1ed02-0d53-4d22-9f68-2fa3a5c5fd79
9b3a056219f744d59d6d5831c6fd7294,Indigenous Governance (PhD),5.0202,Graduate Programs,Degree,118,03dddbf1-7aef-452f-9223-0fb5d3e3f1fe
9b3a056219f744d59d6d5831c6fd7294,Indigenous Language Revitalization (MA),16.1001,Graduate Programs,Degree,119,88e4960c-08d5-4cf9-b654-c819a91cdb26
9b3a056219f744d59d6d5831c6fd7294,Indigenous Language Revitalization (MEd),16.1001,Graduate Programs,Degree,120,44c53e5a-d14b-4487-a9fc-09875773b799
9b3a056219f744d59d6d5831c6fd7294,Industrial Ecology (MEng),14.0802,Graduate Programs,Degree,121,4966dd5e-7564-4aa0-afd8-190de0fe5e5b
9b3a056219f744d59d6d5831c6fd7294,Interdisciplinary (MA),30.9999,Graduate Programs,Degree,122,5c831b33-fe7d-47e3-8385-08230ce13806
9b3a056219f744d59d6d5831c6fd7294,Interdisciplinary (MSc),30.9999,Graduate Programs,Degree,123,835db63d-1625-489f-831a-f2a7f5f839ee
9b3a056219f744d59d6d5831c6fd7294,Interdisciplinary (PhD),30.9999,Graduate Programs,Degree,124,44c5dc87-89cd-4d57-9fae-b68440dfeaa4
9b3a056219f744d59d6d5831c6fd7294,Kinesiology (MSc),31.0505,Graduate Programs,Degree,125,1a22c757-f31b-48fd-a838-d30ed497db18
9b3a056219f744d59d6d5831c6fd7294,Kinesiology (MA),31.0505,Graduate Programs,Degree,126,8f0f7502-6294-4d17-96d4-169a8be978f5
9b3a056219f744d59d6d5831c6fd7294,Kinesiology (PhD),31.0505,Graduate Programs,Degree,127,6ccd5687-b498-426b-8e5c-2eb93d9563c9
9b3a056219f744d59d6d5831c6fd7294,Language and Literacy (MEd),13.1502,Graduate Programs,Degree,128,ae3b3483-bd2d-4e5e-b9a3-832845979bc8
9b3a056219f744d59d6d5831c6fd7294,Law and Business Administration (JD/MBA),52.0101,Graduate Programs,Degree,129,e29a342e-38d1-459a-afa4-a56482c49703
9b3a056219f744d59d6d5831c6fd7294,Law and Public Administration (JD/MPA),44.0401,Graduate Programs,Degree,130,78ddc107-d1cc-4188-ac3c-57debc534249
9b3a056219f744d59d6d5831c6fd7294,Law and Society (LLM),22.0101,Graduate Programs,Degree,131,da439c1e-6490-489e-b259-f46271d2a5df
9b3a056219f744d59d6d5831c6fd7294,Law and Society with Graduate Certificate in Indigenous Nationhood (LLM),22.0201,Graduate Programs,Degree,132,b8023d3b-1308-4bba-a61f-5839cc5b844c
9b3a056219f744d59d6d5831c6fd7294,Law and Society (PhD),22.0101,Graduate Programs,Degree,133,c0d37f1f-2117-4aa6-9361-015b0c54e1ff
9b3a056219f744d59d6d5831c6fd7294,Law and Society with Graduate Certificate in Indigenous Nationhood (PhD),22.0201,Graduate Programs,Degree,134,b2f43b7d-f5ef-4405-b07c-77539ffba386
9b3a056219f744d59d6d5831c6fd7294,Leadership Studies (MEd),13.0401,Graduate Programs,Degree,135,061d40c4-9451-4b96-b702-a2c17108dc1e
9b3a056219f744d59d6d5831c6fd7294,Leadership Studies (MA),13.0401,Graduate Programs,Degree,136,cb90345b-0933-4eca-81da-590bd07d72c9
9b3a056219f744d59d6d5831c6fd7294,Linguistics (MA),16.0102,Graduate Programs,Degree,137,fce6d819-245f-4d4c-80e8-ac47823811d3
9b3a056219f744d59d6d5831c6fd7294,Linguistics (PhD),16.0102,Graduate Programs,Degree,138,819b9b74-793a-4a48-a975-d01c7ef21b17
9b3a056219f744d59d6d5831c6fd7294,Mathematics (MA),27.0101,Graduate Programs,Degree,139,577788b2-4a65-4d68-bc27-3d4359e86a94
9b3a056219f744d59d6d5831c6fd7294,Mathematics (MSc),27.0101,Graduate Programs,Degree,140,74410f30-8cca-404d-90cc-4b7c6cd5a674
9b3a056219f744d59d6d5831c6fd7294,Mathematics (PhD),27.0101,Graduate Programs,Degree,141,8be79f5c-7933-410b-bd04-2aa00778baa1
9b3a056219f744d59d6d5831c6fd7294,"Mathematics, Science, Social Studies and Educational Technology (MEd)",13.0501,Graduate Programs,Degree,142,61eb273e-1b18-4f70-aa9c-17706b33cd14
9b3a056219f744d59d6d5831c6fd7294,Mechanical Engineering (MEng),14.1901,Graduate Programs,Degree,143,97f1a3e8-11f3-47ce-88e3-fe86d7712c3c
9b3a056219f744d59d6d5831c6fd7294,Mechanical Engineering (MASc),14.1901,Graduate Programs,Degree,144,6cdac3ef-ac98-47bf-b726-3d8d6a903eb6
9b3a056219f744d59d6d5831c6fd7294,Mechanical Engineering (PhD),14.1901,Graduate Programs,Degree,145,f55dd76c-385d-45b0-a946-5298927b3a6e
9b3a056219f744d59d6d5831c6fd7294,Microbiology (MSc),26.0502,Graduate Programs,Degree,146,3f75058d-0f59-4da7-9753-7599f649e9f7
9b3a056219f744d59d6d5831c6fd7294,Microbiology (PhD),26.0502,Graduate Programs,Degree,147,22ecea84-9337-40a5-9233-f075f9507e0e
9b3a056219f744d59d6d5831c6fd7294,Music Technology (MMus),50.0913,Graduate Programs,Degree,148,82f5df9e-1c84-4237-ba84-ae9bba4e3240
9b3a056219f744d59d6d5831c6fd7294,Musicology (MA),50.0905,Graduate Programs,Degree,149,406aec6a-cb10-4af9-92d8-0b53cf6842ee
9b3a056219f744d59d6d5831c6fd7294,Musicology (PhD),50.0905,Graduate Programs,Degree,150,b380ec52-579d-401b-ac67-b7e4819439db
9b3a056219f744d59d6d5831c6fd7294,Musicology with Performance (MA),50.0903,Graduate Programs,Degree,151,b494e0f5-150d-468c-945a-46c9f2e5f2cf
9b3a056219f744d59d6d5831c6fd7294,Neuroscience (MSc),26.1501,Graduate Programs,Degree,152,e8405a35-daca-4c9b-8e69-dc456b016be0
9b3a056219f744d59d6d5831c6fd7294,Neuroscience (PhD),26.1501,Graduate Programs,Degree,153,99d66e6c-4d96-4bb9-98a2-2e1f0dda3634
9b3a056219f744d59d6d5831c6fd7294,Nursing (PhD),51.3801,Graduate Programs,Degree,154,2feddd46-02a0-4f20-86a4-0d86f1d04ad2
9b3a056219f744d59d6d5831c6fd7294,Nursing and Health Informatics (MN/MSc),51.3808,Graduate Programs,Degree,155,e7d03e05-bad7-4d61-b7a1-67ad21f6330c
9b3a056219f744d59d6d5831c6fd7294,Pacific and Asian Studies (MA),5.0109,Graduate Programs,Degree,156,6f852518-17d7-43f3-9f87-9bb0130b0f59
9b3a056219f744d59d6d5831c6fd7294,Performance (MMus),50.0903,Graduate Programs,Degree,157,a3ce0a12-0caf-4a1d-83bb-202550f2f6ba
9b3a056219f744d59d6d5831c6fd7294,Philosophy (MA),38.0101,Graduate Programs,Degree,158,4bd667b6-c1f1-45af-9278-c4013e42e06a
9b3a056219f744d59d6d5831c6fd7294,Philosophy (PhD),38.0101,Graduate Programs,Degree,159,8b267121-5d93-4018-a058-fe8d80a381ff
9b3a056219f744d59d6d5831c6fd7294,Physical Education (MA),13.1314,Graduate Programs,Degree,160,35631e1b-2259-4c83-a9f3-2280be965607
9b3a056219f744d59d6d5831c6fd7294,Physics (MSc),40.0801,Graduate Programs,Degree,161,068e7940-d71c-414f-b741-02732ed45968
9b3a056219f744d59d6d5831c6fd7294,Physics (PhD),40.0801,Graduate Programs,Degree,162,318824bd-7db4-4a8f-bdfa-38e4ad0fd3b9
9b3a056219f744d59d6d5831c6fd7294,Political Science (MA),45.1001,Graduate Programs,Degree,163,2d5893ea-ac00-45ad-a0a5-4cf0923f3fea
9b3a056219f744d59d6d5831c6fd7294,Political Science (PhD),45.1001,Graduate Programs,Degree,164,9422431e-71c1-4d05-b217-0b60f89d73f8
9b3a056219f744d59d6d5831c6fd7294,Political Science with Graduate Certificate in Indigenous Nationhood (PhD),45.1001,Graduate Programs,Degree,165,e63f260d-8bb1-492d-b090-ad65976a055c
9b3a056219f744d59d6d5831c6fd7294,Political Science with Graduate Certificate in Indigenous Nationhood (MA),45.1001,Graduate Programs,Degree,166,2edf0a4c-c96e-42ae-8eb7-1f6624374c6e
9b3a056219f744d59d6d5831c6fd7294,Psychology (MSc),42.0101,Graduate Programs,Degree,167,688d71d7-f86b-49d1-a55e-2b207b5010a0
