Insitution GUID,Program_Name,CIP_Code,Program_Type,Credential,Index,JM_Assigned_GUID
9b3a056219f744d59d6d5831c6fd7294,Psychology (PhD),42.0101,Graduate Programs,Degree,168,4f30a502-03d1-40be-8853-037ae2938641
9b3a056219f744d59d6d5831c6fd7294,Public Administration (MPA),44.0401,Graduate Programs,Degree,169,50937f51-6370-4851-bb7d-f520f479fabf
9b3a056219f744d59d6d5831c6fd7294,Public Administration (PhD),44.0401,Graduate Programs,Degree,170,1508dd1b-9da7-4db6-a536-b917d6bfb0d6
9b3a056219f744d59d6d5831c6fd7294,Public Health (MPH),51.2201,Graduate Programs,Degree,171,dc92262a-972d-4aca-a69f-3b41bbcbdecd
9b3a056219f744d59d6d5831c6fd7294,Social Dimensions of Health (MA),51,Graduate Programs,Degree,172,0e82cf07-fd11-4d76-a42a-a3539cda3b2c
9b3a056219f744d59d6d5831c6fd7294,Social Dimensions of Health (MSc),51,Graduate Programs,Degree,173,2c2fdfa9-834d-43cb-8353-ac095d24e0d8
9b3a056219f744d59d6d5831c6fd7294,Social Dimensions of Health (PhD),51,Graduate Programs,Degree,174,8f8c2740-30d6-4afa-b5e8-2694182f5070
9b3a056219f744d59d6d5831c6fd7294,Social Work (MSW),44.0701,Graduate Programs,Degree,175,916d0a5a-22ce-46df-a820-f99df25cf7b5
9b3a056219f744d59d6d5831c6fd7294,"Social, Cultural and Foundational Studies (MEd)",13.0202,Graduate Programs,Degree,176,404c8e21-ec39-4fc9-bb35-2c2e098e9427
9b3a056219f744d59d6d5831c6fd7294,Sociology (PhD),45.1101,Graduate Programs,Degree,177,fed0e01b-55eb-4ede-a5af-a6c9fdd49f8d
9b3a056219f744d59d6d5831c6fd7294,Sociology (MA),45.1101,Graduate Programs,Degree,178,c7dbe622-a6e9-4c22-96c5-4526715e034d
9b3a056219f744d59d6d5831c6fd7294,Statistics (MA),27.0501,Graduate Programs,Degree,179,460c8c26-4b0f-4d06-bd2c-43be4ea32377
9b3a056219f744d59d6d5831c6fd7294,Statistics (MSc),27.0501,Graduate Programs,Degree,180,12b0d39b-23c6-4d04-ab26-bd6d93a72678
9b3a056219f744d59d6d5831c6fd7294,Statistics (PhD),27.0501,Graduate Programs,Degree,181,8215cc9e-d2b4-43ec-becd-6a1b1d6d5689
9b3a056219f744d59d6d5831c6fd7294,Telecommunications and Information Security (MEng),14.1004,Graduate Programs,Degree,182,d1e52c34-877a-4479-ba04-b469da1ff2e9
9b3a056219f744d59d6d5831c6fd7294,Theatre (MA),50.0501,Graduate Programs,Degree,183,138b4625-e9fd-4803-9056-be2fd4ffce56
9b3a056219f744d59d6d5831c6fd7294,Theatre (PhD),50.0501,Graduate Programs,Degree,184,9d7f560c-1001-4e32-aacf-77d51cf41345
9b3a056219f744d59d6d5831c6fd7294,Visual Arts (MFA),50.0101,Graduate Programs,Degree,185,63766efb-e1c0-489d-a5ea-60c53973494d
9b3a056219f744d59d6d5831c6fd7294,Writing (MFA),23.1302,Graduate Programs,Degree,186,581b145d-784f-4a35-8f7e-a836eb5b2450
9b3a056219f744d59d6d5831c6fd7294,Engineering and Computer Science: Non-Degree,14.0101,Graduate Programs,Other,187,ba490546-68cb-4e1f-91f6-3e87542d871b
9b3a056219f744d59d6d5831c6fd7294,Fine Arts: Non-Degree,50.0702,Graduate Programs,Other,188,5bdad9c3-0687-46f5-b800-da51d326e49d
9b3a056219f744d59d6d5831c6fd7294,Humanities: Non-Degree,24.0103,Graduate Programs,Other,189,ce40d962-0916-4e0c-bff0-755cb688003b
9b3a056219f744d59d6d5831c6fd7294,Social Sciences: Non-Degree,45.0101,Graduate Programs,Other,190,60790a15-0188-4f5f-917a-a4ace1bbf4d4
9b3a056219f744d59d6d5831c6fd7294,Science: Non-Degree,40.0101,Graduate Programs,Other,191,c418b209-7f90-42d3-9e58-c6440d26b0ac
9b3a056219f744d59d6d5831c6fd7294,Business: Non-Degree,52.0101,Graduate Programs,Other,192,f6f9a4f4-ee74-4dd5-a27c-69c471f5548b
9b3a056219f744d59d6d5831c6fd7294,Law: Non-Degree,22.0101,Graduate Programs,Other,193,2498b1ed-365b-40f5-8b6b-2d93502e759b
9b3a056219f744d59d6d5831c6fd7294,Health: Non-Degree,51,Graduate Programs,Other,194,a6f93a73-85c0-4fe3-ab2e-4c75d07dd031
9b3a056219f744d59d6d5831c6fd7294,Education: Non-Degree,13.0101,Graduate Programs,Other,195,1d4b706e-e689-44b2-9f28-a69a004143be
9b3a056219f744d59d6d5831c6fd7294,Education: Child & Youth Care (BCYC),19.0706,Undergraduate Programs,Degree,196,04e11b31-c39c-447c-815a-745b19cf0221
9b3a056219f744d59d6d5831c6fd7294,"Health.: Computer Science & Health Information Science, Combined BSc)",51.2706,Graduate Programs,Other,197,f06ef933-59c4-4a3a-ae0e-8a6e1be55199
9b3a056219f744d59d6d5831c6fd7294,Health: Health Information Science (BSc),51.0706,Graduate Programs,Other,198,3f575136-51a7-45f6-9a6d-ba762f19ebf1
9b3a056219f744d59d6d5831c6fd7294,Health: Kinesiology (BSc),31.0505,Undergraduate Programs,Degree,199,87fdc211-423f-44d3-8ced-dda16d649e87
9b3a056219f744d59d6d5831c6fd7294,Health: Kinesiology Coop (BSc),31.0505,Undergraduate Programs,Degree,200,e108fc90-f530-43be-bcb3-5d901799e079
9b3a056219f744d59d6d5831c6fd7294,Health.: Non-Degree,19.0707,Undergraduate Programs,Degree,201,981f61af-be09-46f8-833b-62226c41e12e
9b3a056219f744d59d6d5831c6fd7294,Health: Public Health (BA),51.2201,Undergraduate Programs,Degree,202,070dbef7-3a95-4920-bedc-7fa215c420a0
9b3a056219f744d59d6d5831c6fd7294,Health: Recreational & Health Education (BA),31.0501,Undergraduate Programs,Degree,203,3f920d70-bc64-45c3-b496-faba589cae0e
9b3a056219f744d59d6d5831c6fd7294,Social Sciences.: Indigenous Community Development and Governance (Diploma),5.0109,Undergraduate Programs,None,204,bfebfa8d-d06f-412a-97ec-54dbab80adba
9b3a056219f744d59d6d5831c6fd7294,Social Sciences: Local Government Management (Diploma),44.0401,Undergraduate Programs,Degree,205,0a68857b-64c0-4851-9b00-065b383804ab
9b3a056219f744d59d6d5831c6fd7294,Social Sciences: Prof Spec Cert Performance Management,44.0401,Undergraduate Programs,Degree,206,689830d1-8f00-4781-8651-e8b7bca08700
9b3a056219f744d59d6d5831c6fd7294,Social Sciences: Prof Spec Cert Indigenous Community Development and Governance,5.0202,Undergraduate Programs,Diploma,207,5e895033-8224-4af8-a9cf-0e8477fe8861
9b3a056219f744d59d6d5831c6fd7294,Social Sciences: Prof Spec Cert Local Gov't Management,44.0401,Undergraduate Programs,Diploma,208,28c0986f-64f8-4189-8d84-dfaaedd1e913
9b3a056219f744d59d6d5831c6fd7294,Social Sciences: Prof Spec Cert Public Policy,44.0501,Undergraduate Programs,Certificate,209,dfe98ebd-1fa7-4272-9c19-0807e40dc4ab
9b3a056219f744d59d6d5831c6fd7294,Social Sciences: Prof Spec Cert Public Sector Management,44.0401,Undergraduate Programs,Certificate,210,d7713bb7-c06a-48db-9e0a-eaa9d2f66867
9b3a056219f744d59d6d5831c6fd7294,Social Sciences: Prof Spec Cert Voluntary & Non-Profit Sector,44.0401,Undergraduate Programs,Certificate,211,eae9c00f-ef7a-4999-816a-bbd7b9512bb0
9b3a056219f744d59d6d5831c6fd7294,Social Sciences: Public Sector Management (Diploma),44.0401,Undergraduate Programs,Certificate,212,8cec527a-ccb0-4471-907a-8055d7dc0da7
9b3a056219f744d59d6d5831c6fd7294,Health: Social Work (BSW),44.0701,Undergraduate Programs,Certificate,213,194d70f3-8b4d-4fb1-a112-225d9fed627f
9b3a056219f744d59d6d5831c6fd7294,Engineering and Computer Science: West Shore Computing Gateway,11.0701,Undergraduate Programs,Certificate,214,1c239aec-be16-4dec-902d-7af3766dbb09
9b3a056219f744d59d6d5831c6fd7294,Diploma in Public Relations,9.09,Career Related Training,Diploma,215,52d6172a-00bd-4409-8b4c-4ea074d0cc11
9b3a056219f744d59d6d5831c6fd7294,Certificate in Adult and Continuing Education,13.1201,Career Related Training,Certificate,216,72049c44-6942-4a51-afe6-56774fea54d6
9b3a056219f744d59d6d5831c6fd7294,Certificate in Environmental and Occupational Health,5.0701,Career Related Training,Certificate,217,d13e6b52-2d5a-402f-a6e8-a7a3b2cc4643
9b3a056219f744d59d6d5831c6fd7294, Prof Spec Certificate Ecological Restoration,26.1305,Career Related Training,Certificate,218,d53de8fa-ba7a-4cc5-8651-f5b9958eddcb
9b3a056219f744d59d6d5831c6fd7294, Prof Spec Certificate Intellectual and Cultural Property Law,22.0099,Career Related Training,Certificate,219,7acf3ea6-8936-4143-a0d1-a9c79a776088
9b3a056219f744d59d6d5831c6fd7294, Prof Spec Certificate Population Health Data Analysis,26.1102,Career Related Training,Certificate,220,b00200ac-c3a7-4c37-953d-e6a99b0bc40a
9b3a056219f744d59d6d5831c6fd7294,Data Analytics for Management Science,30.7101,Career Related Training,Diploma,221,8fc13300-e0c6-4273-a777-0ec5d829576b
9b3a056219f744d59d6d5831c6fd7294,Digital Marketing,52.1404,Career Related Training,Diploma,222,ee711f34-d8a4-4020-a539-502081ae3320
9b3a056219f744d59d6d5831c6fd7294,Aviation Management and Operations,49.0104,Career Related Training,Diploma,223,05ff20f1-3ec2-479e-b9d5-dca2bca2cb37
9b3a056219f744d59d6d5831c6fd7294,Trade and Construction Management,46.0412,Career Related Training,Diploma,224,1ffc92c4-3c21-4008-b215-c4c3c8452e7b
9b3a0561dc5e4340b3786344d1bb806f,Accounting/Bookkeeping Certificate,52.0302,Undergraduate Programs,Certificate,225,b73074e2-47b2-421a-bd1a-775c812d5002
9b3a0561dc5e4340b3786344d1bb806f,Administrative Assistant Certificate,52.0401,Undergraduate Programs,Certificate,226,bed4e1c1-fe09-42a9-9f37-e2c570e550bf
9b3a0561dc5e4340b3786344d1bb806f,Adult Basic Education - Advanced,53.0102,Undergraduate Programs,Certificate,227,b88f9846-bc9b-45fb-9ac9-22f63f71a710
9b3a0561dc5e4340b3786344d1bb806f,Adult Basic Education - Fundamental,53.0102,Undergraduate Programs,Certificate,228,77d7b400-8e58-44de-970d-ceb5799c8762
9b3a0561dc5e4340b3786344d1bb806f,Adult Basic Education - Intermediate,53.0102,Undergraduate Programs,Certificate,229,9fa59370-e5c4-4731-aa45-8fe78f17576d
9b3a0561dc5e4340b3786344d1bb806f,Adult Basic Education - Provincial,53.0201,Undergraduate Programs,Certificate,230,0a8640b9-e689-450f-9e2d-116f6892428b
9b3a0561dc5e4340b3786344d1bb806f,"Aircraft Maintenance Engineer Category ""M"" Mechanical",47.0608,Trades,Diploma,231,08950057-ee9f-4680-9da0-cb6abdccd409
9b3a0561dc5e4340b3786344d1bb806f,Bookkeeping/Accounting Technician Certificate,52.0302,Undergraduate Programs,Certificate,232,b15ddf27-33e0-4ede-9a6e-77c28bddb05e
9b3a0561dc5e4340b3786344d1bb806f,Business Administration Post-Diploma Certificate,52.0101,Undergraduate Programs,Certificate,233,3b2524cb-fb63-4665-ba8d-6541428af4e3
9b3a0561dc5e4340b3786344d1bb806f,Business Studies Certificate,52.0101,Undergraduate Programs,Certificate,234,ca3fe0e4-bd01-460d-8dab-2f0931ef4355
9b3a0561dc5e4340b3786344d1bb806f,Carpenter and Joiner Foundation,46.0201,Trades,Certificate,235,8458cdf1-1ff9-4bf1-ba27-22ebbd48ad19
9b3a0561dc5e4340b3786344d1bb806f,Carpenter Foundation,46.0201,Trades,Certificate,236,a484af66-3d28-420f-bca2-f45786f60754
9b3a0561dc5e4340b3786344d1bb806f,Common First Year Engineering Certificate,14.0101,Undergraduate Programs,Certificate,237,57832ed0-7a2b-45db-a3e3-38b114d4c7f4
9b3a0561dc5e4340b3786344d1bb806f,Electrician Pre-Apprenticeship Certificate,46.0302,Trades,Certificate,238,93ed103e-7478-4b25-b5e4-75ed55aa6b9c
9b3a0561dc5e4340b3786344d1bb806f,General Studies Diploma,24.0102,Undergraduate Programs,Diploma,239,fa3c320e-0086-434d-aefd-1cdd953199d1
9b3a0561dc5e4340b3786344d1bb806f,Health Care Assistant Certificate,51.3902,Undergraduate Programs,Certificate,240,85e9c05e-02d7-446f-989b-b9ad69683350
9b3a0561dc5e4340b3786344d1bb806f,Heavy Mechanical Foundation,47.0613,Trades,Certificate,241,bf60cb73-859a-476f-b76e-6798d93b05f9
9b3a0561dc5e4340b3786344d1bb806f,Legal Administrative Assistant - Corporate/Conveyancing Certificate,22.0301,Undergraduate Programs,Certificate,242,8efbc88c-d1bd-4539-bce5-f1d88438157b
9b3a0561dc5e4340b3786344d1bb806f,Legal Administrative Assistant - Litigation Certificate,22.0301,Undergraduate Programs,Certificate,243,9ec0d7eb-10d5-427d-9b68-99a1c3ae30a4
9b3a0561dc5e4340b3786344d1bb806f,Medical Administrative Assistant Certificate,51.0716,Undergraduate Programs,Certificate,244,1e9a4836-53ea-4413-906c-4595f38c0c8c
9b3a0561dc5e4340b3786344d1bb806f,Metal Fabricator (Fitter) Certificate,48.0511,Trades,Certificate,245,8424f247-9cf4-45ab-82f7-45381e1ad3bf
9b3a0561dc5e4340b3786344d1bb806f,Office Assistant Certificate,52.0408,Undergraduate Programs,Certificate,246,8c1f2451-5110-41f8-95aa-8a074c138ebe
9b3a0561dc5e4340b3786344d1bb806f,Pharmacy Technician Certificate,51.0805,Undergraduate Programs,Certificate,247,63352421-757b-47ef-9512-fa246d140f45
9b3a0561dc5e4340b3786344d1bb806f,Plumber Pre-Apprenticeship Certificate,46.0503,Trades,Certificate,248,117305d1-1f8a-4d1f-8ff2-3f6acd4577c4
9b3a0561dc5e4340b3786344d1bb806f,Plumbing and Piping Trades Certificate,46.0502,Trades,Certificate,249,f5f8a520-595e-46a1-8948-3980620574f7
9b3a0561dc5e4340b3786344d1bb806f,Recreation Therapist Assistant Certificate,51.2309,Undergraduate Programs,Certificate,250,952464b8-1103-4105-914a-c2072e9aefef
9b3a0561dc5e4340b3786344d1bb806f,Recreation Vehicle Service Technician Certificate,47.0618,Trades,Certificate,251,c4abcff9-e112-4abb-800b-ff59527d4388
9b3a0561dc5e4340b3786344d1bb806f,Refrigeration and Air Conditioning Mechanic,47.0201,Trades,Certificate,252,856bfefd-590c-48b2-beec-31cc936926d2
9b3a0561dc5e4340b3786344d1bb806f,Unclassified Academic,24.0102,Undergraduate Programs,Other,253,14f335b4-f577-435e-b2fa-8a6904399a85
9b3a0561dc5e4340b3786344d1bb806f,Virtual Assistant Certificate,52.0401,Undergraduate Programs,Certificate,254,d16e49df-8fbc-4026-807c-fe64381f9503
9b3a0561dc5e4340b3786344d1bb806f,Visiting,24.0102,Undergraduate Programs,Other,255,1c8872e9-4c0b-40b6-8fd4-9df1cc35ea81
9b3a0561dc5e4340b3786344d1bb806f,Welder Foundation Certificate,48.0508,Trades,Certificate,256,e552b5cc-6845-4e6b-982c-c15bfd41d59f
9b3a0561fe894a78a936926ec773b61e,Actuarial Science: Master of Science Degree,52.1304,Graduate Programs,Degree,257,7ac293e2-4cdd-4316-be74-3fa6ef19406b
9b3a0561fe894a78a936926ec773b61e,Anthropology: Master of Arts Degree,45.02,Graduate Programs,Degree,258,8c48edcc-f6ef-4a82-87e0-6271cfdde1c0
9b3a0561fe894a78a936926ec773b61e,Anthropology: Doctor of Philosophy Degree,45.0201,Graduate Programs,Degree,259,cda62066-c654-416a-91d4-a715f4a38d2a
9b3a0561fe894a78a936926ec773b61e,Archaeology: Master of Arts Degree,45.0301,Graduate Programs,Degree,260,d7351b41-18b0-433a-a5ff-7f8df655d7c5
9b3a0561fe894a78a936926ec773b61e,Archaeology: Doctor of Philosophy Degree,45.0301,Graduate Programs,Degree,261,5370dda6-8d02-495a-98f0-4183c1dbeb78
9b3a0561fe894a78a936926ec773b61e,Biological Sciences: Master of Environmental Toxicology Degree,26.1006,Graduate Programs,Degree,262,8ab4f10f-f791-4c27-90c9-059caaef9ec5
9b3a0561fe894a78a936926ec773b61e,Biological Sciences: Master of Science Degree,26.0101,Graduate Programs,Degree,263,0da331b9-0d9d-4a5d-8973-f7b9ec351b2f
9b3a0561fe894a78a936926ec773b61e,Biological Sciences: Doctor of Philosophy Degree,26.0101,Graduate Programs,Degree,264,fefc8422-0b92-40bd-a430-5785853b4b71
9b3a0561fe894a78a936926ec773b61e,Biological Sciences: Master of Pest Management Degree,1.1105,Graduate Programs,Degree,265,61bf8825-ab9e-4850-a972-e573d8f4f290
9b3a0561fe894a78a936926ec773b61e,Biomedical Physiology and Kinesiology: Master of Science Degree,26.0901,Graduate Programs,Degree,266,990bc8a6-cf5e-4afc-9c3e-7a32ceb67045
9b3a0561fe894a78a936926ec773b61e,Biomedical Physiology and Kinesiology: Doctor of Philosophy Degree,26.0901,Graduate Programs,Degree,267,59ef75b5-af52-42d7-90a5-c54cb926f56f
9b3a0561fe894a78a936926ec773b61e,Business Administration: Master of Business Administration Executive MBA Degree,52.0101,Graduate Programs,Degree,268,6b01cfb0-ae31-4fd8-9706-95f9d5f89f3d
9b3a0561fe894a78a936926ec773b61e,Business Administration: Master of Business Administration Executive MBA in Indigenous Business Leadership Degree,52.02,Graduate Programs,Degree,269,35a07f3a-d438-4ad9-b5de-a713b9c10d6c
9b3a0561fe894a78a936926ec773b61e,Business Administration: Master of Business Administration Degree,52.0101,Graduate Programs,Degree,270,b34e88ca-fdaa-4454-911d-a5b090141d33
9b3a0561fe894a78a936926ec773b61e,Business Administration: Master of Business Administration Management of Technology MBA Degree,52.0101,Graduate Programs,Degree,271,ab3b1e5a-cc4a-4c79-a1c9-2741a51fe2e6
9b3a0561fe894a78a936926ec773b61e,Business Administration: Master of Science in Finance Degree,52.08,Graduate Programs,Degree,272,75571832-3687-4106-bf08-5b3b2bcf4ebb
9b3a0561fe894a78a936926ec773b61e,Business Administration: Doctor of Philosophy Degree,52.0101,Graduate Programs,Degree,273,93422d23-e062-482b-9ce1-c3dde1ea3f66
9b3a0561fe894a78a936926ec773b61e,Contemporary Arts: Master of Arts Degree,50.01,Graduate Programs,Degree,274,98fbf5e0-2c29-446b-a1d4-d82406e7a7fe
9b3a0561fe894a78a936926ec773b61e,Contemporary Arts: Master of Fine Arts Degree,50.0101,Graduate Programs,Degree,275,9e1e9e0c-5d9b-4540-b162-343fd3b3d480
9b3a0561fe894a78a936926ec773b61e,Contemporary Arts: Doctor of Philosophy,50.0101,Graduate Programs,Degree,276,ca60614c-62d8-4fde-a0a3-41d95e74c3e7
9b3a0561fe894a78a936926ec773b61e,Chemistry: Master of Science Degree,40.0501,Graduate Programs,Degree,277,50ed6d82-464d-42cc-9a86-6eee216add87
9b3a0561fe894a78a936926ec773b61e,Chemistry: Doctor of Philosophy Degree,40.0501,Graduate Programs,Degree,278,5451d4b0-9c96-4aaa-b879-918efb81da7d
9b3a0561fe894a78a936926ec773b61e,Communication: Master of Arts Degree,9.0199,Graduate Programs,Degree,279,4fc13681-e4b5-4757-b7cd-88c80c299e13
9b3a0561fe894a78a936926ec773b61e,Communication: Doctor of Philosophy Degree,9.0199,Graduate Programs,Degree,280,64babb88-57be-45ef-93f1-7efd271462ac
9b3a0561fe894a78a936926ec773b61e,Computing Science: Master of Science in Big Data Degree,11.07,Graduate Programs,Degree,281,98f7b201-27c7-4839-9f91-7caf5b3df9e3
9b3a0561fe894a78a936926ec773b61e,Computing Science: Master of Cybersecurity Degree,11.1003,Graduate Programs,Degree,282,11e6ddc0-bed7-469b-aed0-bbc6f692f1a6
9b3a0561fe894a78a936926ec773b61e,Computing Science: Master of Science Degree,11.0701,Graduate Programs,Degree,283,1e6bf69a-05a9-48f6-9fa9-aab30aabe349
9b3a0561fe894a78a936926ec773b61e,Computing Science: Master of Visual Computing Degree,11.0701,Graduate Programs,Degree,284,bef3a179-38f2-4401-8b8c-903d47cad488
9b3a0561fe894a78a936926ec773b61e,Computing Science: Master of Science Dual Degree with Zhejiang University,11.01,Graduate Programs,Degree,285,b402ccf1-3da7-4681-ae91-fa16a6c0e174
9b3a0561fe894a78a936926ec773b61e,Computing Science: Doctor of Philosophy Degree,11.0701,Graduate Programs,Degree,286,f12228f5-8c28-47cd-ae4f-3323f996e729
9b3a0561fe894a78a936926ec773b61e,Computing Science: Doctor of Philosophy Dual Degree with Zhejiang University,11.07,Graduate Programs,Degree,287,96c44278-d226-4aa3-8f81-daf4071b1be5
9b3a0561fe894a78a936926ec773b61e,Criminology: Master of Arts in Applied Legal Studies Degree,22.9999,Graduate Programs,Degree,288,edbaaf17-afaa-4b6a-8b17-5451d9585001
9b3a0561fe894a78a936926ec773b61e,Criminology: Master of Arts Degree,45.0401,Graduate Programs,Degree,289,9d41b29f-fc8d-46bd-88f3-62e325a9bfdf
9b3a0561fe894a78a936926ec773b61e,Criminology: Doctor of Philosophy Degree,45.0401,Graduate Programs,Degree,290,3934fb64-920f-4314-9824-849bc2daa87e
9b3a0561fe894a78a936926ec773b61e,Digital Media: Pre-Master of Digital Media Program  ,9.0702,Graduate Programs,Other,291,6a2dcfdb-e90f-4215-9d06-73188386a285
9b3a0561fe894a78a936926ec773b61e,Digital Media: Master of Digital Media Degree,9.0702,Graduate Programs,Degree,292,505838c8-87c7-433f-8190-7db5f5ce86d6
9b3a0561fe894a78a936926ec773b61e,Earth Sciences: Master of Science Degree,40.0601,Graduate Programs,Degree,293,e3d86bb8-7569-48f2-aad3-a5ea38cc0bd3
9b3a0561fe894a78a936926ec773b61e,Earth Sciences: Doctor of Philosophy Degree,40.0601,Graduate Programs,Degree,294,a43aea50-2397-4fc9-8c7b-4a604f923016
9b3a0561fe894a78a936926ec773b61e,Economics: Master of Arts Degree,45.0601,Graduate Programs,Degree,295,0e477560-5d7e-471a-9ec5-e64e66b8a5f1
9b3a0561fe894a78a936926ec773b61e,Economics: Doctor of Philosophy Degree,45.0601,Graduate Programs,Degree,296,7377ee78-c7e3-40c4-928e-2996058a1ef0
9b3a0561fe894a78a936926ec773b61e,Education: Doctor of Education Degree,13.0401,Graduate Programs,Degree,297,0a5b6cb6-0eb3-4099-8f8c-226acadaac68
9b3a0561fe894a78a936926ec773b61e,Education: Graduate Certificate,13.01,Graduate Programs,Certificate,298,360bfa99-b67f-4513-ba4f-83b8097f1d78
9b3a0561fe894a78a936926ec773b61e,Education: Master of Arts in Counselling Psychology Degree,42.0601,Graduate Programs,Degree,299,f99f27b0-3aa4-409c-8252-f7909fb30d62
9b3a0561fe894a78a936926ec773b61e,Education: Master of Arts Degree,13.0101,Graduate Programs,Degree,300,87598ac4-5410-4f24-bc5c-73775718915e
9b3a0561fe894a78a936926ec773b61e,Education: Master of Education Counselling Psychology Degree,42.0601,Graduate Programs,Degree,301,5aad2484-51da-4d2b-b463-52c9d7f91ad5
9b3a0561fe894a78a936926ec773b61e,Education: Master of Education Degree,13.0101,Graduate Programs,Degree,302,0560ab05-7ec8-4466-92d5-b0cbf6ab83c6
9b3a0561fe894a78a936926ec773b61e,Education: Master of Science Degree,13.0101,Graduate Programs,Degree,303,ef2c3452-b383-4ec3-bc90-fc08d8ce0629
9b3a0561fe894a78a936926ec773b61e,Education: Doctor of Philosophy Degree,13.0101,Graduate Programs,Degree,304,85e38f49-2e02-4370-8858-b78132b17b24
9b3a0561fe894a78a936926ec773b61e,English: Master of Arts Degree,23.0101,Graduate Programs,Degree,305,03828b6d-cf23-4370-a10f-e77c53c4e508
9b3a0561fe894a78a936926ec773b61e,English: Master of Arts for Teachers of English Degree,13.1305,Graduate Programs,Degree,306,d3953031-afe6-461b-b092-afc3c0c3e1cc
9b3a0561fe894a78a936926ec773b61e,English: Doctor of Philosophy Degree,23.0101,Graduate Programs,Degree,307,8de94dfe-54ee-4291-ad0f-d20bc47ff7cb
9b3a0561fe894a78a936926ec773b61e,Engineering Science: Master of Applied Science Degree,14.0101,Graduate Programs,Degree,308,dd03cf1b-2c5d-49af-b561-9e50aace5cc1
9b3a0561fe894a78a936926ec773b61e,Engineering Science: Master of Engineering Degree,14.0101,Graduate Programs,Degree,309,1f661f00-39ff-41a3-a968-05d78b40e27c
9b3a0561fe894a78a936926ec773b61e,Engineering Science: Doctor of Philosophy Degree,14.0101,Graduate Programs,Degree,310,61d64a64-355b-44f2-b861-dbac8ddf31b4
9b3a0561fe894a78a936926ec773b61e,French: Master of Arts Degree,16.0901,Graduate Programs,Degree,311,9d823411-b8c9-4b61-88cd-8f45ee6f29b6
9b3a0561fe894a78a936926ec773b61e,Geography: Master of Arts Degree,45.0701,Graduate Programs,Degree,312,8d5959d4-6dd2-4cb7-880c-05d7d7e84e6b
9b3a0561fe894a78a936926ec773b61e,Geography: Master of Science Degree,45.0701,Graduate Programs,Degree,313,25e99608-2721-422c-ad7a-31a8737e8c65
9b3a0561fe894a78a936926ec773b61e,Geography: Doctor of Philosophy Degree,45.0701,Graduate Programs,Degree,314,a2d4fb13-3b52-438d-b98d-28f2c2bf1945
9b3a0561fe894a78a936926ec773b61e,Gerontology: Master of Arts Degree,30.1101,Graduate Programs,Degree,315,71310fd2-f431-4843-a403-3196bcb58133
9b3a0561fe894a78a936926ec773b61e,Gerontology: Doctor of Philosophy Degree,30.1101,Graduate Programs,Degree,316,8b6fc7be-a34d-4ef4-a6cf-41df2ca40c1c
9b3a0561fe894a78a936926ec773b61e,"Gender, Sexuality & Women's Studies: Master of Arts Degree",5.0207,Graduate Programs,Degree,317,0e92b1e9-683a-4434-a2eb-38074e4d1a5b
9b3a0561fe894a78a936926ec773b61e,"Gender, Sexuality & Women's Studies: Doctor of Philosophy Degree",5.0207,Graduate Programs,Degree,318,c593f988-d6e1-4516-817c-2df307a11131
9b3a0561fe894a78a936926ec773b61e,History: Graduate Certificate,54.0101,Graduate Programs,Certificate,319,e90ef5b8-5888-45a3-8a92-64563df774a9
9b3a0561fe894a78a936926ec773b61e,History: Master of Arts Degree,54.0101,Graduate Programs,Degree,320,835152dc-a214-4524-b923-5d9c17917717
9b3a0561fe894a78a936926ec773b61e,History:Doctor of Philosophy Degree,54.0101,Graduate Programs,Degree,321,27719213-cf7d-49b5-abf0-98f6392dc978
9b3a0561fe894a78a936926ec773b61e,Health Sciences: Master of Public Health Degree,51.2201,Graduate Programs,Degree,322,c036d3c5-4656-4872-af95-62b1c7c403f8
9b3a0561fe894a78a936926ec773b61e,Health Sciences: Master of Science Degree,51.22,Graduate Programs,Degree,323,47ecce9e-82cc-4be8-80b7-00c72015e02e
9b3a0561fe894a78a936926ec773b61e,Health Sciences: Doctor of Philosophy Degree,51.22,Graduate Programs,Degree,324,6634e4da-9c0f-4b9e-ad71-e7f04d19a9cf
9b3a0561fe894a78a936926ec773b61e,Global Humanities:Master of Arts Degree,24.0103,Graduate Programs,Degree,325,312be883-0417-4a7b-b873-4691ff3159a8
9b3a0561fe894a78a936926ec773b61e,Interactive Arts and Technology: Master of Arts Degree,11.0899,Graduate Programs,Degree,326,dad66655-8ef7-414c-8e1c-7f0de486521a
9b3a0561fe894a78a936926ec773b61e,Interactive Arts and Technology: Master of Science Degree,11.0899,Graduate Programs,Degree,327,b3cefa34-e892-4489-900c-7500e71dcfdb
9b3a0561fe894a78a936926ec773b61e,Interactive Arts and Technology: Doctor of Philosophy Degree,11.0899,Graduate Programs,Degree,328,9bd7e76a-3b39-469a-8484-cd5496ec5cb3
9b3a0561fe894a78a936926ec773b61e,Linguistics: Graduate Certificate in Indigenous Languages and Linguistics ,16.0102,Graduate Programs,Certificate,329,88b37abc-9652-489f-b0c5-e0af32c138d6
9b3a0561fe894a78a936926ec773b61e,Linguistics: Master of Arts in Indigenous Languages and Linguistics Degree,16.0102,Graduate Programs,Degree,330,a4ff716a-5890-4862-b4b4-8ddff9705187
